Cites;Authors;title;Year;Source;Publisher;ArticleURL;CitesURL;GSRank;QueryDate;Type;DOI;ISSN;CitationURL;Volume;Issue;StartPage;EndPage;ECC;CitesPerYear;CitesPerAuthor;AuthorCount;Age;Abstract;FullTextURL;RelatedURL
67;Z Sun, H Zhang, Y Yang, H Wan, Y Wang;impacts of geographic factors and population density on the covid-19 spreading under the lockdown policies of china;2020;Science of The Total …;Elsevier;https://www.sciencedirect.com/science/article/pii/S0048969720348762;https://scholar.google.com/scholar?cites=7905879380511092664&as_sdt=2005&sciodt=2007&hl=en;180;15.12.2021 05:57;;;;;;;;;67;6700;13;5;1;The outbreak of COVID-19 pandemic has a high spreading rate and a high fatality rate. To control the rapid spreading of COVID-19 virus, Chinese government ordered lockdown …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7836337/;https://scholar.google.com/scholar?q=related:uO9y0GhTt20J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
67;A Dellagiulia, F Lionetti, M Fasolo, ...;early impact of covid-19 lockdown on childrens sleep a 4-week longitudinal study;2020;Journal of Clinical …;jcsm.aasm.org;https://jcsm.aasm.org/doi/full/10.5664/jcsm.8648;https://scholar.google.com/scholar?cites=12136555681853619749&as_sdt=2005&sciodt=2007&hl=en;314;15.12.2021 05:57;HTML;10.5664/jcsm.8648;;;;;;;67;6700;17;4;1;… Italy has been one of the most affected country by COVID-19, with the first case reported February 21. To decrease the risk of contagious, the government adopted a series of public …;https://jcsm.aasm.org/doi/full/10.5664/jcsm.8648;https://scholar.google.com/scholar?q=related:JT6iJRe1bagJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
67;M Pachetti, B Marini, F Giudici, ...;impact of lockdown on covid-19 case fatality rate and viral mutations spread in 7 countries in europe and north america;2020;Journal of …;… -medicine.biomedcentral.com;https://translational-medicine.biomedcentral.com/articles/10.1186/s12967-020-02501-x;https://scholar.google.com/scholar?cites=12750939642904020271&as_sdt=2005&sciodt=2007&hl=en;446;15.12.2021 05:57;HTML;10.1186/s12967-020-02501-x;;;;;;;67;6700;17;4;1;Severe acute respiratory syndrome CoV-2 (SARS-CoV-2) caused the first coronavirus disease 2019 (COVID-19) outbreak in China and has become a public health emergency of …;https://translational-medicine.biomedcentral.com/articles/10.1186/s12967-020-02501-x;https://scholar.google.com/scholar?q=related:L4W9Pwxw9LAJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
66;G Bignardi, ES Dalmaijer, AL Anwyl-Irvine, ...;longitudinal increases in childhood depression symptoms during the covid-19 lockdown;2021;Archives of disease in …;adc.bmj.com;https://adc.bmj.com/content/106/8/791.abstract;https://scholar.google.com/scholar?cites=7714563673988878806&as_sdt=2005&sciodt=2007&hl=en;287;15.12.2021 05:57;HTML;;;;;;;;66;6600;17;4;1;Objective There has been widespread concern that so-called lockdown measures, including social distancing and school closures, could negatively impact children's mental health …;https://adc.bmj.com/content/106/8/791.abstract;https://scholar.google.com/scholar?q=related:1lE9ucmiD2sJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
66;A Sheikh, A Sheikh, Z Sheikh, S Dhami;reopening schools after the covid-19 lockdown;2020;Journal of global health;ncbi.nlm.nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7321012/;https://scholar.google.com/scholar?cites=18094855436109295113&as_sdt=2005&sciodt=2007&hl=en;21;15.12.2021 05:57;HTML;;;;;;;;66;6600;17;4;1;Whilst there are still many unanswered questions in relation to children and COVID-19, there is emerging evidence that they are at lower risk of acquiring and transmitting the infection …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7321012/;https://scholar.google.com/scholar?q=related:CS5XAybXHfsJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
66;S Armbruster, V Klotzbücher;lost in lockdown covid-19 social distancing and mental health in germany;2020;;econstor.eu;https://www.econstor.eu/handle/10419/218885;https://scholar.google.com/scholar?cites=4670808897003931292&as_sdt=2005&sciodt=2007&hl=en;178;15.12.2021 05:57;;;;;;;;;66;6600;33;2;1;The COVID-19 pandemic and social-distancing and stay-at-home orders can directly affect mental health and quality of life. In this ongoing project, we analyze rich data from …;https://www.econstor.eu/bitstream/10419/218885/1/1698957106.pdf;https://scholar.google.com/scholar?q=related:nEan3_EL0kAJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
66;S Negrini, K Grabljevec, P Boldrini, ...;up to 22 million people experiencing disability suffer collateral damage each day of covid-19 lockdown in europe;2020;European journal of …;orbi.uliege.be;https://orbi.uliege.be/bitstream/2268/250610/1/R33Y2020N03A0361.pdf;https://scholar.google.com/scholar?cites=5972376854714882181&as_sdt=2005&sciodt=2007&hl=en;238;15.12.2021 05:57;PDF;;;;;;;;66;6600;17;4;1;RESULTS: Thirty-five countries (92%) including 99% of the population (809.9 million) answered. Stop of admissions to rehabilitation, early discharge and reduction of activities …;https://orbi.uliege.be/bitstream/2268/250610/1/R33Y2020N03A0361.pdf;https://scholar.google.com/scholar?q=related:hZgLOhsl4lIJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
66;E Fernández, A Cortazar, V Bellido;impact of covid-19 lockdown on glycemic control in patients with type 1 diabetes;2020;Diabetes research and clinical …;Elsevier;https://www.sciencedirect.com/science/article/pii/S0168822720306008;https://scholar.google.com/scholar?cites=10175333682527619628&as_sdt=2005&sciodt=2007&hl=en;241;15.12.2021 05:57;;;;;;;;;66;6600;22;3;1;Introduction The COVID-19 pandemic has forced governments to take exceptional measures to minimize its spread, imposing lockdown policies. The aim of this study was to evaluate the …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7375311/;https://scholar.google.com/scholar?q=related:LEogshIMNo0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
65;Z ?ogaš, L Luši? Kalcina, I Pavlinac Dodig, ...;the effect of covid-19 lockdown on lifestyle and mood in croatian general population a cross-sectional study;2020;Croatian medical …;hrcak.srce.hr;https://hrcak.srce.hr/255101;https://scholar.google.com/scholar?cites=18073995182839555225&as_sdt=2005&sciodt=2007&hl=en;276;15.12.2021 05:57;;;;;;;;;65;6500;16;4;1;Aim To investigate the effect of the coronavirus 2019 (COVID-19) lockdown on lifestyle behaviors and mood changes in the Croatian general population. Methods During ten days …;https://hrcak.srce.hr/file/370712;https://scholar.google.com/scholar?q=related:meRF0du60_oJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
64;CM Galanakis, M Rizou, TMS Aldawoud, I Ucak, ...;innovations and technology disruptions in the food sector within the covid-19 pandemic and post-lockdown era;2021;Trends in Food Science …;Elsevier;https://www.sciencedirect.com/science/article/pii/S0924224421001035;https://scholar.google.com/scholar?cites=4147831254109794175&as_sdt=2005&sciodt=2007&hl=en;312;15.12.2021 05:57;;;;;;;;;64;6400;13;5;1;Background COVID-19 pandemic has caused a global lockdown that has abruptly shut down core businesses and caused a worldwide recession. The forecast for a smooth …;;https://scholar.google.com/scholar?q=related:fy96qYwOkDkJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
64;L Jacob, L Smith, NC Armstrong, A Yakkundi, ...;alcohol use and mental health during covid-19 lockdown a cross-sectional study in a sample of uk adults;2021;Drug and alcohol …;Elsevier;https://www.sciencedirect.com/science/article/pii/S0376871620306530;https://scholar.google.com/scholar?cites=1694524761681285615&as_sdt=2005&sciodt=2007&hl=en;586;15.12.2021 05:57;;;;;;;;;64;6400;13;5;1;Background The aim was to examine the correlates of increased alcohol consumption during the COVID-19 pandemic-related restrictions that were implemented in a sample of …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7768217/;https://scholar.google.com/scholar?q=related:79Ed80ophBcJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
64;H Petetin, D Bowdalo, A Soret, ...;meteorology-normalized impact of the covid-19 lockdown upon no2 pollution in spain;2020;Atmospheric …;acp.copernicus.org;https://acp.copernicus.org/articles/20/11119/2020/;https://scholar.google.com/scholar?cites=13225912224518771230&as_sdt=2005&sciodt=2007&hl=en;119;15.12.2021 05:57;HTML;;;;;;;;64;6400;16;4;1;The spread of the new coronavirus SARS-CoV-2 that causes COVID-19 forced the Spanish Government to implement extensive lockdown measures to reduce the number of hospital …;https://acp.copernicus.org/articles/20/11119/2020/;https://scholar.google.com/scholar?q=related:HhLwJBjhi7cJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
64;L Principato, L Secondi, C Cicatiello, G Mattia;caring more about food the unexpected positive effect of the covid-19 lockdown on household food management and waste;2020;Socio-Economic Planning …;Elsevier;https://www.sciencedirect.com/science/article/pii/S0038012120307904;https://scholar.google.com/scholar?cites=16100726744027896521&as_sdt=2005&sciodt=2007&hl=en;340;15.12.2021 05:57;;;;;;;;;64;6400;16;4;1;Over half of the total amount of food wasted in Europe concerns household food waste which is mainly due to incorrect food management habits and behaviour. During the Covid …;;https://scholar.google.com/scholar?q=related:yRpqG6tFcd8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
64;Y Su, J Xue, X Liu, P Wu, J Chen, C Chen, T Liu, ...;examining the impact of covid-19 lockdown in wuhan and lombardy a psycholinguistic analysis on weibo and twitter;2020;International journal of …;mdpi.com;https://www.mdpi.com/751546;https://scholar.google.com/scholar?cites=267431906485539102&as_sdt=2005&sciodt=2007&hl=en;503;15.12.2021 05:57;;;;;;;;;64;6400;8;8;1;Many countries are taking strict quarantine policies to prevent the rapid spread of COVID-19 (Corona Virus Disease 2019) around the world, such as city lockdown. Cities in China and …;https://www.mdpi.com/1660-4601/17/12/4552/pdf;https://scholar.google.com/scholar?q=related:HhGt6-YbtgMJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
64;C Andersson, T Gerds, E Fosbøl, M Phelps, ...;incidence of new-onset and worsening heart failure before and after the covid-19 epidemic lockdown in denmark a nationwide cohort study;2020;Circulation: Heart …;Am Heart Assoc;https://www.ahajournals.org/doi/abs/10.1161/CIRCHEARTFAILURE.120.007274;https://scholar.google.com/scholar?cites=3836785252718921971&as_sdt=2005&sciodt=2007&hl=en;677;15.12.2021 05:57;;10.1161/CIRCHEARTFAILURE.120.007274;;;;;;;64;6400;13;5;1;Background: The Danish government ordered a public lockdown on March 12, 2020, because of the coronavirus disease 2019 (COVID-19) pandemic. We investigated the …;https://www.ahajournals.org/doi/full/10.1161/CIRCHEARTFAILURE.120.007274;https://scholar.google.com/scholar?q=related:88jE89v_PjUJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
64;AK Ranjan, AK Patra, AK Gorai;effect of lockdown due to sars covid-19 on aerosol optical depth aod over urban and mining regions in india;2020;Science of the Total Environment;Elsevier;https://www.sciencedirect.com/science/article/pii/S0048969720345538;https://scholar.google.com/scholar?cites=12291771452056915697&as_sdt=2005&sciodt=2007&hl=en;702;15.12.2021 05:57;;;;;;;;;64;6400;21;3;1;Abstract The Severe Acute Respiratory Syndrome-COronaVIrus Diseases 2019 (SARS-COVID-19) pandemic has posed a serious threat to human health (death) and substantial …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7368898/;https://scholar.google.com/scholar?q=related:8c4j1AIllaoJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
63;T Kanitkar;the covid-19 lockdown in india impacts on the economy and the power sector;2020;Global transitions;Elsevier;https://www.sciencedirect.com/science/article/pii/S2589791820300153;https://scholar.google.com/scholar?cites=2159739106342868196&as_sdt=2005&sciodt=2007&hl=en;372;15.12.2021 05:57;HTML;;;;;;;;63;6300;63;1;1;This paper demonstrates the use of a linear Input-Output (IO) model to estimate the economic losses in India due to COVID-19. The results show that depending on the duration …;https://www.sciencedirect.com/science/article/pii/S2589791820300153;https://scholar.google.com/scholar?q=related:5BQWQUbv-B0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
62;IM Veer, A Riepenhausen, M Zerban, ...;psycho-social factors associated with mental resilience in the corona lockdown;2021;Translational …;nature.com;https://www.nature.com/articles/s41398-020-01150-4;https://scholar.google.com/scholar?cites=20917932287387649&as_sdt=2005&sciodt=2007&hl=en;1;16.12.2021 01:52;HTML;;;;;;;;62;6200;16;4;1;The SARS-CoV-2 pandemic is not only a threat to physical health but is also having severe impacts on mental health. Although increases in stress-related symptomatology and other adverse psycho-social outcomes, as well as their most important risk factors have been …;https://www.nature.com/articles/s41398-020-01150-4;https://scholar.google.com/scholar?q=related:Aehso79QSgAJ:scholar.google.com/&scioq=intitle:corona+intitle:lockdown&hl=en&as_sdt=2007
62;I Ruiz?Arrondo, A Portillo, AM Palomar, ...;detection of sars?cov?2 in pets living with covid?19 owners diagnosed during the covid?19 lockdown in spain a case of an asymptomatic cat with sars?cov ;2021;Transboundary and …;Wiley Online Library;https://onlinelibrary.wiley.com/doi/abs/10.1111/tbed.13803;https://scholar.google.com/scholar?cites=5573139868038394315&as_sdt=2005&sciodt=2007&hl=en;730;15.12.2021 05:57;;10.1111/tbed.13803;;;;;;;62;6200;16;4;1;Pets from COVID?19 owners were screened for SARS?CoV?2 (April–May 2020). From 23 pets, an asymptomatic cat showed positive RT?qPCRs results from oropharyngeal swab …;https://www.medrxiv.org/content/medrxiv/early/2020/05/21/2020.05.14.20101444.full.pdf;https://scholar.google.com/scholar?q=related:y_H-pS7FV00J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
62;B Ambikapathy, K Krishnamurthy;mathematical modelling to assess the impact of lockdown on covid-19 transmission in india model development and validation;2020;JMIR public health and …;publichealth.jmir.org;https://publichealth.jmir.org/2020/2/e19368;https://scholar.google.com/scholar?cites=5493725886332582217&as_sdt=2005&sciodt=2007&hl=en;23;15.12.2021 05:57;HTML;;;;;;;;62;6200;31;2;1;"Background: The World Health Organization has declared the novel coronavirus disease (COVID-19) to be a public health emergency; at present, India is facing a major threat of …";https://publichealth.jmir.org/2020/2/e19368;https://scholar.google.com/scholar?q=related:Sbk4LJaiPUwJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
62;SGS Shah, D Nogueras, HC van Woerden, ...;the covid-19 pandemic a pandemic of lockdown loneliness and the role of digital technology;2020;Journal of Medical …;jmir.org;https://www.jmir.org/2020/11/e22287;https://scholar.google.com/scholar?cites=15706828112465915493&as_sdt=2005&sciodt=2007&hl=en;34;15.12.2021 05:57;HTML;;;;;;;;62;6200;16;4;1;The focus of this perspective is on lockdown loneliness, which we define as loneliness resulting from social disconnection as a result of enforced social distancing and lockdowns …;https://www.jmir.org/2020/11/e22287;https://scholar.google.com/scholar?q=related:ZW6mL_Pc-dkJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
62;VA Karatayev, M Anand, ...;local lockdowns outperform global lockdown on the far side of the covid-19 epidemic curve;2020;Proceedings of the …;National Acad Sciences;https://www.pnas.org/content/117/39/24575.short;https://scholar.google.com/scholar?cites=7279205830339468949&as_sdt=2005&sciodt=2007&hl=en;35;15.12.2021 05:57;;;;;;;;;62;6200;21;3;1;In the late stages of an epidemic, infections are often sporadic and geographically distributed. Spatially structured stochastic models can capture these important features of …;https://www.pnas.org/content/pnas/117/39/24575.full.pdf;https://scholar.google.com/scholar?q=related:lR5WxCLvBGUJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
62;L Batlle-Bayer, R Aldaco, A Bala, R Puig, J Laso, ...;environmental and nutritional impacts of dietary changes in spain during the covid-19 lockdown;2020;Science of The Total …;Elsevier;https://www.sciencedirect.com/science/article/pii/S0048969720349391;https://scholar.google.com/scholar?cites=11284685509631152320&as_sdt=2005&sciodt=2007&hl=en;311;15.12.2021 05:57;;;;;;;;;62;6200;10;6;1;The COVID lockdown has affected food purchases and eating habits. In this regard, this short communication assesses the nutritional and environmental impacts of these changes …;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7395635/;https://scholar.google.com/scholar?q=related:wBCQo65Bm5wJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
62;N Yousfi, NL Bragazzi, W Briki, P Zmijewski, ...;the covid-19 pandemic how to maintain a healthy immune system during the lockdown–a multidisciplinary approach with special focus on athletes;2020;Biology of …;ncbi.nlm.nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7433333/;https://scholar.google.com/scholar?cites=7384440325542297728&as_sdt=2005&sciodt=2007&hl=en;491;15.12.2021 05:57;HTML;;;;;;;;62;6200;12;5;1;Abstract On January 31, 2020, the World Health Organization (WHO) declared the outbreak of a novel coronavirus responsible for an infection termed COVID-19 as a global public …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7433333/;https://scholar.google.com/scholar?q=related:gMAEBVrNemYJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
62;A Holt, GH Gislason, M Schou, B Zareini, ...;new-onset atrial fibrillation incidence characteristics and related events following a national covid-19 lockdown of 56 million people;2020;European heart …;academic.oup.com;https://academic.oup.com/eurheartj/article-abstract/41/32/3072/5861973;https://scholar.google.com/scholar?cites=6037519658794211575&as_sdt=2005&sciodt=2007&hl=en;629;15.12.2021 05:57;;;;;;;;;62;6200;12;5;1;Aim To determine the incidence, patient characteristics, and related events associated with new-onset atrial fibrillation (AF) during a national COVID-19 lockdown. Methods and results …;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7337750/;https://scholar.google.com/scholar?q=related:99jdOiSUyVMJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
62;M Baekgaard, J Christensen, JK Madsen, ...;rallying around the flag in times of covid-19 societal lockdown and trust in democratic institutions;2020;Journal of Behavioral …;journal-bpa.org;http://journal-bpa.org/index.php/jbpa/article/view/172;https://scholar.google.com/scholar?cites=769891987167921372&as_sdt=2005&sciodt=2007&hl=en;811;15.12.2021 05:57;;;;;;;;;62;6200;16;4;1;In times of severe international crises, such as wars and terrorist attacks, citizens tend to 'rally around the flag'and increase their support for political leaders. We ask if the rallying …;https://journal-bpa.org/index.php/jbpa/article/download/172/80;https://scholar.google.com/scholar?q=related:3ESQ6q40rwoJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
61;R López-Bueno, GF López-Sánchez, JA Casajús, ...;potential health-related behaviors for pre-school and school-aged children during covid-19 lockdown a narrative review;2021;Preventive …;Elsevier;https://www.sciencedirect.com/science/article/pii/S0091743520303807;https://scholar.google.com/scholar?cites=5004372142609631069&as_sdt=2005&sciodt=2007&hl=en;166;15.12.2021 05:57;;;;;;;;;61;6100;15;4;1;As a consequence of the COVID-19 pandemic, different measures have been implemented by governments from each affected country. Such measures usually involve restrictions on …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7701882/;https://scholar.google.com/scholar?q=related:XYcbDPMZc0UJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
61;B Basu, E Murphy, A Molter, AS Basu, ...;investigating changes in noise pollution due to the covid-19 lockdown the case of dublin ireland;2021;Sustainable Cities and …;Elsevier;https://www.sciencedirect.com/science/article/pii/S2210670720308143;https://scholar.google.com/scholar?cites=17561908754330665845&as_sdt=2005&sciodt=2007&hl=en;282;15.12.2021 05:57;HTML;;;;;;;;61;6100;12;5;1;Noise pollution is considered to be the third most hazardous pollution after air and water pollution by the World Health Organization (WHO). Short as well as long-term exposure to …;https://www.sciencedirect.com/science/article/pii/S2210670720308143;https://scholar.google.com/scholar?q=related:dcOzD_duuPMJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
60;AK Srivastav, N Sharma, AJ Samuel;impact of coronavirus disease-19 covid-19 lockdown on physical activity and energy expenditure among physiotherapy professionals and students using ;2021;Clinical Epidemiology and Global …;Elsevier;https://www.sciencedirect.com/science/article/pii/S2213398420301731;https://scholar.google.com/scholar?cites=8138984743905294142&as_sdt=2005&sciodt=2007&hl=en;842;15.12.2021 05:57;HTML;;;;;;;;60;6000;20;3;1;Abstract Background Coronavirus disease-19 (COVID-19) spread throughout the world and become pandemic. To stop and control the rapid infection of COVID-19 lockdown is the best …;https://www.sciencedirect.com/science/article/pii/S2213398420301731;https://scholar.google.com/scholar?q=related:PnfMnIB783AJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
60;A Shakoor, X Chen, TH Farooq, U Shahzad, ...;fluctuations in environmental pollutants and air quality during the lockdown in the usa and china two sides of covid-19 pandemic;2020;Air Quality, Atmosphere …;Springer;https://link.springer.com/article/10.1007/s11869-020-00888-6;https://scholar.google.com/scholar?cites=151477081917552874&as_sdt=2005&sciodt=2007&hl=en;115;15.12.2021 05:57;HTML;10.1007/s11869-020-00888-6;;;;;;;60;6000;12;5;1;Abstract The World Health Organization declared the outbreak of the novel coronavirus (COVID-19) as a pandemic on March 11, 2020. Due to the global threat, many countries …;https://link.springer.com/article/10.1007/s11869-020-00888-6;https://scholar.google.com/scholar?q=related:6vhOe5onGgIJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
60;P Kumari, D Toshniwal;impact of lockdown on air quality over major cities across the globe during covid-19 pandemic;2020;Urban Climate;Elsevier;https://www.sciencedirect.com/science/article/pii/S2212095520304387;https://scholar.google.com/scholar?cites=7515049264897612998&as_sdt=2005&sciodt=2007&hl=en;118;15.12.2021 05:57;;;;;;;;;60;6000;30;2;1;In present study, the variation in concentration of key air pollutants such as PM 2.5, PM 10, NO 2, SO 2 and O 3 during the pre-lockdown and post-lockdown phase has been …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7562773/;https://scholar.google.com/scholar?q=related:xlzIb33RSmgJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
60;L Ezpeleta, JB Navarro, N de la Osa, E Trepat, ...;life conditions during covid-19 lockdown and mental health in spanish adolescents;2020;International journal of …;mdpi.com;https://www.mdpi.com/849362;https://scholar.google.com/scholar?cites=8201910713116207522&as_sdt=2005&sciodt=2007&hl=en;439;15.12.2021 05:57;;;;;;;;;60;6000;12;5;1;Spanish children were locked down for 72 days due to COVID-19, causing severe disruption to their normal life. The threat posed by COVID-19 continues and clinicians, administrators …;https://www.mdpi.com/1660-4601/17/19/7327/pdf;https://scholar.google.com/scholar?q=related:oinDhlYK03EJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
59;W Burhamah, A AlKhayyat, M Oroszlányová, ...;the psychological burden of the covid-19 pandemic and associated lockdown measures experience from 4000 participants;2020;Journal of affective …;Elsevier;https://www.sciencedirect.com/science/article/pii/S0165032720327099;https://scholar.google.com/scholar?cites=3264235222789838685&as_sdt=2005&sciodt=2007&hl=en;175;15.12.2021 05:57;;;;;;;;;59;5900;15;4;1;Abstract Background In February 2020 the first cases of COVID-19 were identified in Kuwait. Inevitably as many countries worldwide, the general public were negatively affected by the …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7476447/;https://scholar.google.com/scholar?q=related:Xde09aPkTC0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
59;G Pullano, E Valdano, N Scarpa, S Rubrichi, V Colizza;population mobility reductions during covid-19 epidemic in france under lockdown;2020;MedRxiv;epicx-lab.com;https://www.epicx-lab.com/uploads/9/6/9/4/9694133/inserm-covid-19_report_mobility_fr_lockdown-20200511.pdf;https://scholar.google.com/scholar?cites=14536160128509148762&as_sdt=2005&sciodt=2007&hl=en;289;15.12.2021 05:57;PDF;;;;;;;;59;5900;12;5;1;SUMMARY On March 17, 2020, French authorities implemented a nationwide lockdown to respond to COVID-19 epidemic emergency and curb the surge of patients requiring critical …;https://www.epicx-lab.com/uploads/9/6/9/4/9694133/inserm-covid-19_report_mobility_fr_lockdown-20200511.pdf;https://scholar.google.com/scholar?q=related:Wv77-Z7QuskJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
59;S Nachimuthu, R Vijayalakshmi, M Sudha, ...;coping with diabetes during the covid–19 lockdown in india results of an online pilot survey;2020;Diabetes & Metabolic …;Elsevier;https://www.sciencedirect.com/science/article/pii/S1871402120301181;https://scholar.google.com/scholar?cites=3965946439386876059&as_sdt=2005&sciodt=2007&hl=en;405;15.12.2021 05:57;;;;;;;;;59;5900;15;4;1;Aim The management of diabetes has become a challenge due to the COVID 19 lockdown. An online-based pilot survey was conducted to study how people with diabetes were coping …;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7211739/;https://scholar.google.com/scholar?q=related:m0jhLUbfCTcJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
58;M He, Y Xian, X Lv, J He, Y Ren;changes in body weight physical activity and lifestyle during the semi-lockdown period after the outbreak of covid-19 in china an online survey;2021;Disaster medicine and public …;cambridge.org;https://www.cambridge.org/core/journals/disaster-medicine-and-public-health-preparedness/article/changes-in-body-weight-physical-activity-and-lifestyle-during-the-semilockdown-period-after-the-outbreak-of-covid19-in-china-an-online-survey/23F55BA378554CC7A112F24399E86813;https://scholar.google.com/scholar?cites=11631449692848502299&as_sdt=2005&sciodt=2007&hl=en;669;15.12.2021 05:57;;;;;;;;;58;5800;12;5;1;Objectives: The outbreak of novel coronavirus (COVID-19) provided an opportunity to undertake an online survey to study the relationships between body weight changes with …;https://www.cambridge.org/core/services/aop-cambridge-core/content/view/23F55BA378554CC7A112F24399E86813/S1935789320002372a.pdf/changes-in-body-weight-physical-activity-and-lifestyle-during-the-semi-lockdown-period-after-the-outbreak-of-covid-19-in-china-an-online-survey.pdf;https://scholar.google.com/scholar?q=related:G7YPnd41a6EJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
58;P Jia, L Zhang, W Yu, B Yu, M Liu, D Zhang, ...;impact of covid-19 lockdown on activity patterns and weight status among youths in china the covid-19 impact on lifestyle change survey coinlics;2021;International Journal of …;nature.com;https://www.nature.com/articles/s41366-020-00710-4;https://scholar.google.com/scholar?cites=7893639804308267549&as_sdt=2005&sciodt=2007&hl=en;875;15.12.2021 05:57;HTML;;;;;;;;58;5800;8;7;1;Lockdown measures including school closures due to COVID-19 may affect youths' activity patterns and obesity status. This will be for the first time examined in China in this study on …;https://www.nature.com/articles/s41366-020-00710-4;https://scholar.google.com/scholar?q=related:HaKtaJTXi20J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
