Cites;Authors;title;Year;Source;Publisher;ArticleURL;CitesURL;GSRank;QueryDate;Type;DOI;ISSN;CitationURL;Volume;Issue;StartPage;EndPage;ECC;CitesPerYear;CitesPerAuthor;AuthorCount;Age;Abstract;FullTextURL;RelatedURL
4;ES Turnea, ?A Ne?tian, SM Ti??, AI Vod?, AL Gu??;dismissals and temporary leaves in romanian companies in the context of low demand and cash flow problems during the covid-19 economic lockdown;2020;Sustainability;mdpi.com;https://www.mdpi.com/868676;https://scholar.google.com/scholar?cites=13621259052983613140&as_sdt=2005&sciodt=2007&hl=en;59;15.12.2021 06:59;;;;;;;;;4;400;1;5;1;The aim of this study is to describe the relations between low demand, cash flow problems, employee dismissals, and temporary leaves experienced by Romanian companies during …;https://www.mdpi.com/2071-1050/12/21/8850/pdf;https://scholar.google.com/scholar?q=related:1HaprvBuCL0J:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;A Nyabunze, T Siavhundu;economic impact of covid-19 induced lockdown in zimbabwe;2020;Diverse Journal of …;diverseresearchjournals.com;https://diverseresearchjournals.com/djmr/wp-content/uploads/2021/02/economic-impact-of-covid-19-induced-lockdown-in-zimbabwe.pdf;https://scholar.google.com/scholar?cites=4550119321704847691&as_sdt=2005&sciodt=2007&hl=en;87;15.12.2021 06:59;PDF;;;;;;;;4;400;2;2;1;Economic Impact of COVID-19 Induced Lockdown in Zimbabwe. The government of China officially declared the outbreak of COVID-19 on the 9th of January 2020. The virus spread …;https://diverseresearchjournals.com/djmr/wp-content/uploads/2021/02/economic-impact-of-covid-19-induced-lockdown-in-zimbabwe.pdf;https://scholar.google.com/scholar?q=related:S9nbX2pFJT8J:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;M Richiardi, P Bronka, D Collado;the economic consequences of covid-19 lockdown in the uk an input-output analysis using consensus scenarios;2020;;iser.essex.ac.uk;https://www.iser.essex.ac.uk/files/news/2020/consensus/employment-effects-covid-19-uk-v2.pdf;https://scholar.google.com/scholar?cites=11158932360737605236&as_sdt=2005&sciodt=2007&hl=en;91;15.12.2021 06:59;PDF;;;;;;;;4;400;1;3;1;We develop a dynamic input-output model for the UK that allows considering both demand-side and supply-side constraints. We then parameterise it with the results of a consensus …;https://www.iser.essex.ac.uk/files/news/2020/consensus/employment-effects-covid-19-uk-v2.pdf;https://scholar.google.com/scholar?q=related:dEZgCtx93JoJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;X Huo, Z Qiu;how does chinas stock market react to the announcement of the covid-19 pandemic lockdown economic and political studies 8 4 436-461;2020;;;;https://scholar.google.com/scholar?cites=10603271988029276993&as_sdt=2005&sciodt=2007&hl=en;173;15.12.2021 06:59;CITATION;;;;;;;;4;400;2;2;1;;;https://scholar.google.com/scholar?q=related:QcNVz7FjJpMJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;JP Bonardi, M Brülhart, JP Danthine, E Jondeau, ...;the economics of wage compensation and corona loans why and how the state should bear most of the economic cost of the covid lockdown;2020;VoxEU. org;;;https://scholar.google.com/scholar?cites=5085477229238049390&as_sdt=2005&sciodt=2007&hl=en;185;15.12.2021 06:59;CITATION;;;;;;;;4;400;1;5;1;;;https://scholar.google.com/scholar?q=related:bloSkpg-k0YJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;B Naisbitt, K Whyte;a new kind of economic downturn–a lockdown recession affecting services;2020;National Institute Economic Review;;;https://scholar.google.com/scholar?cites=506969465154751636&as_sdt=2005&sciodt=2007&hl=en;201;15.12.2021 06:59;CITATION;;;;;;;;4;400;2;2;1;;;https://scholar.google.com/scholar?q=related:lMyE4goeCQcJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;M Pollak, N Kowarz, J Partheymüller;chronology of the corona crisis in austria-part 1 background the way to the lockdown the acute phase and economic consequences 2020;2020;Accessed August11;;;https://scholar.google.com/scholar?cites=5411846105792119670&as_sdt=2005&sciodt=2007&hl=en;222;15.12.2021 06:59;CITATION;;;;;;;;4;400;1;3;1;;;https://scholar.google.com/scholar?q=related:dgPSKly9GksJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;IMF;world economic outlook october 2020-the great lockdown;2020;;International Monetary Fund;;https://scholar.google.com/scholar?cites=7654148891764226250&as_sdt=2005&sciodt=2007&hl=en;235;15.12.2021 06:59;CITATION;;;;;;;;4;400;4;1;1;;;https://scholar.google.com/scholar?q=related:yniOF93_OGoJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;R Cole, Z Shirgholami;the outlook for modern slavery in the apparel sector in a post-lockdown economy;2021;Supply Chain Management: An International …;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/SCM-06-2020-0245/full/html;https://scholar.google.com/scholar?cites=7328173989818465773&as_sdt=2005&sciodt=2007&hl=en;5;15.12.2021 06:41;;10.1108/SCM-06-2020-0245;;;;;;;4;400;2;2;1;Purpose This paper argues that the closures will cause regressive rather than progressive modern slavery shifts as the necessity of survival prevails over addressing modern slavery …;;https://scholar.google.com/scholar?q=related:7f1i22rnsmUJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
4;J Kisner;the lockdown showed how the economy exploits women she already knew;2021;The New York Times. https://www. nytimes. com/2021 …;;;https://scholar.google.com/scholar?cites=3216573075836641169&as_sdt=2005&sciodt=2007&hl=en;89;15.12.2021 06:41;CITATION;;;;;;;;4;400;4;1;1;;;
4;A Atalan;erratum to is the lockdown important to prevent the covid-19 pandemic effects on psychology environment and economy-perspectiveann med surg 56 2020 ;2020;Annals of Medicine and Surgery;ncbi.nlm.nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7346832/;https://scholar.google.com/scholar?cites=6178508088437838302&as_sdt=2005&sciodt=2007&hl=en;10;15.12.2021 06:41;;;;;;;;;4;400;4;1;1;"… Effects on psychology, environment and economy-perspective” [Ann. Med. Surg. … This corrects the article ""Is the lockdown important to prevent the COVID-19 pandemic? Effects …";;https://scholar.google.com/scholar?q=related:3hE3DV94vlUJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
4;International Labour Organization;impact of lockdown measures on the informal economy;2020;;;;https://scholar.google.com/scholar?cites=17124051277323086969&as_sdt=2005&sciodt=2007&hl=en;91;15.12.2021 06:41;CITATION;;;;;;;;4;400;4;1;1;;;
4;MT Osterholm, N Kashkari;heres how to crush the virus until vaccines arrive to save lives and save the economy we need another lockdown;2020;The New York Times;;;https://scholar.google.com/scholar?cites=16860675378216103273&as_sdt=2005&sciodt=2007&hl=en;92;15.12.2021 06:41;CITATION;;;;;;;;4;400;2;2;1;;;https://scholar.google.com/scholar?q=related:ae2-v-wm_ekJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
4;A Srivastava;168 of 326 non-coronavirus deaths till 9 may were suicides finds report covid-19 lockdown may cost us dearer than economy warn psychiatrists;2020;The First Post;;;https://scholar.google.com/scholar?cites=15825874270799215469&as_sdt=2005&sciodt=2007&hl=en;93;15.12.2021 06:41;CITATION;;;;;;;;4;400;4;1;1;;;https://scholar.google.com/scholar?q=related:bTv72szMoNsJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
4;S Iyer;lockdown relaxation?more than half of indias economy may reopen from monday says nomura;2020;Business Insider;;;https://scholar.google.com/scholar?cites=193486155783268818&as_sdt=2005&sciodt=2007&hl=en;94;15.12.2021 06:41;CITATION;;;;;;;;4;400;4;1;1;;;https://scholar.google.com/scholar?q=related:0ulqMKJmrwIJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
4;HH Mishra;coronavirus in india covid-19 lockdown may cost the economy rs 876 lakh crore heres how march 28 2020;2020;Business Today;;;https://scholar.google.com/scholar?cites=8275856678528944771&as_sdt=2005&sciodt=2007&hl=en;97;15.12.2021 06:41;CITATION;;;;;;;;4;400;4;1;1;;;https://scholar.google.com/scholar?q=related:gwrDP82_2XIJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
4;M Kumar;choking the lifeline of the rural economy mgnregs during the covid-19 lockdown;2020;;SSER Monograph;;https://scholar.google.com/scholar?cites=2062485085467858256&as_sdt=2005&sciodt=2007&hl=en;100;15.12.2021 06:41;CITATION;;;;;;;;4;400;4;1;1;;;https://scholar.google.com/scholar?q=related:UFXa-UFrnxwJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
4;C Thorbecke;the winners in a pandemic economy big tech and lockdown essentials soar;2020;ABC News;;;https://scholar.google.com/scholar?cites=7712853103734598176&as_sdt=2005&sciodt=2007&hl=en;112;15.12.2021 06:41;CITATION;;;;;;;;4;400;4;1;1;;;https://scholar.google.com/scholar?q=related:IKrejAiPCWsJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
4;BS Mehta, A Kumar;covid-19 lockdown impact estimating the job losses in indias informal economy;2020;;;;https://scholar.google.com/scholar?cites=3406897200253500337&as_sdt=2005&sciodt=2007&hl=en;123;15.12.2021 06:41;CITATION;;;;;;;;4;400;2;2;1;;;https://scholar.google.com/scholar?q=related:sfth__O6Ry8J:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;VB Eneyo, DO Oba, CA Ochiche, DA Essien, ...;economic impacts of curfew imposition on the nightclub industry in calabar metropolis nigeria;2021;African Journal of …;ajhtl.com;https://www.ajhtl.com/uploads/7/1/6/3/7163688/article_11_10_3_955-971.pdf;https://scholar.google.com/scholar?cites=18071379843362562809&as_sdt=2005&sciodt=2007&hl=en;1;15.12.2021 07:17;PDF;;;;;;;;3;300;1;5;1;The nightclub industry in Nigeria is a lucrative part (subset) of the larger music, drinks and entertainment industry that operates from dusk to dawn. The nightclub industry is an economy that is growing, robust and competitive in comparison to other economies …;https://www.ajhtl.com/uploads/7/1/6/3/7163688/article_11_10_3_955-971.pdf;
3;E Times;pm narendra modi forms economic response task force calls for janata curfew;2020;;;;https://scholar.google.com/scholar?cites=8044220861963030168&as_sdt=2005&sciodt=2007&hl=en;3;15.12.2021 07:17;CITATION;;;;;;;;3;300;3;1;1;;;https://scholar.google.com/scholar?q=related:mM4X_EDQom8J:scholar.google.com/&scioq=intitle:curfew+intitle:economic&hl=en&as_sdt=2007
3;J Yang, C Yang;economic policy uncertainty covid-19 lockdown and firm-level volatility evidence from china;2021;Pacific-Basin Finance Journal;Elsevier;https://www.sciencedirect.com/science/article/pii/S0927538X21001049;https://scholar.google.com/scholar?cites=7544297484055239283&as_sdt=2005&sciodt=2007&hl=en;78;15.12.2021 06:59;;;;;;;;;3;300;2;2;1;To explain how firm-level volatility responds to the COVID-19 pandemic shock through the economic policy uncertainty (EPU) channel, we examine the two-dimension variations of …;;https://scholar.google.com/scholar?q=related:c1r8IJe6smgJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;Q Chen, Z He, CT Hsieh, Z Song;economic effects of lockdown in china;2020;Impact of COVID-19 on Asian …;World Scientific;https://www.worldscientific.com/doi/abs/10.1142/9789811229381_0001;https://scholar.google.com/scholar?cites=3043011018913483913&as_sdt=2005&sciodt=2007&hl=en;15;15.12.2021 06:59;;10.1142/9789811229381_0001;;;;;;;3;300;1;4;1;On January 23, 2020, the Chinese government locked down the city of Wuhan (in Hubei Province). In subsequent days, similar measures were taken in other cities in Hubei and …;https://www.worldscientific.com/doi/pdf/10.1142/9789811229381_0001;https://scholar.google.com/scholar?q=related:iQzwLWbyOioJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;A Ferchiou, R Bornet, G Lhermie, ...;individual behaviors and covid-19 lockdown exit strategy a mid-term multidimensional bio-economic modeling approach;2020;Frontiers in public …;ncbi.nlm.nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7705347/;https://scholar.google.com/scholar?cites=3997126927495303535&as_sdt=2005&sciodt=2007&hl=en;38;15.12.2021 06:59;HTML;;;;;;;;3;300;1;4;1;As of mid-2020, eradicating COVID-19 seems not to be an option, at least in the short term. The challenge for policy makers consists of implementing a suitable approach to contain the …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7705347/;https://scholar.google.com/scholar?q=related:b5GBS8OleDcJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;T Das, D Das;covid-19 and economic loss of first phase of 21-day lockdown in india;2020;Space and Culture, India;spaceandculture.in;https://spaceandculture.in/index.php/spaceandculture/article/view/844;https://scholar.google.com/scholar?cites=17899350771140021308&as_sdt=2005&sciodt=2007&hl=en;57;15.12.2021 06:59;;;;;;;;;3;300;2;2;1;Abstract To curb Covid-19 spread, Prime Minister Narendra Modi has announced a 21-day nationwide lockdown on 23 March 2020. The present study makes an attempt to estimate …;https://spaceandculture.in/index.php/spaceandculture/article/download/844/388;https://scholar.google.com/scholar?q=related:PEzqB7FEZ_gJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;OI Wale-Awe;the covid-19 pandemic lockdown curtailing the negative economic impacts;2020;BizEcons Quarterly;ideas.repec.org;https://ideas.repec.org/a/ris/buecqu/0016.html;https://scholar.google.com/scholar?cites=5976613813197363096&as_sdt=2005&sciodt=2007&hl=en;71;15.12.2021 06:59;;;;;;;;;3;300;3;1;1;This paper traces the history of pandemics over the last 2,000 years and determines the adverse economic effects of the current Covid-19 on the ten largest economies in the world …;;https://scholar.google.com/scholar?q=related:mFdS_5gy8VIJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;A Gupta, H Zhu, MK Doan, A Michuda, ...;economic burden of covid-19 lockdown on the poor;2020;Available at SSRN …;papers.ssrn.com;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3642987;https://scholar.google.com/scholar?cites=9509263230459410742&as_sdt=2005&sciodt=2007&hl=en;106;15.12.2021 06:59;;;;;;;;;3;300;1;5;1;The COVID-19 pandemic caused the largest number of lockdowns across the globe, affecting nearly half of the world's population by the first week of April 2020. The biggest …;https://www.researchgate.net/profile/Anubhab-Gupta/publication/342721803_Economic_Burden_of_COVID-19_Lockdown_on_the_Poor/links/5fc9e05c45851568d13a84ac/Economic-Burden-of-COVID-19-Lockdown-on-the-Poor.pdf;https://scholar.google.com/scholar?q=related:Nnk3n4aw94MJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;R Wemesa, C Wagima, I Bakaki, ...;the economic impact of the lockdown due to covid-19 pandemic on low income households of the five divisions of kampala district in uganda;2020;Open Journal of Business …;scirp.org;https://www.scirp.org/html/13-1531318_101421.htm;https://scholar.google.com/scholar?cites=4396271079367450344&as_sdt=2005&sciodt=2007&hl=en;108;15.12.2021 06:59;HTML;;;;;;;;3;300;1;4;1;The impact of the nationwide lockdown due to COVID-19 pandemic is causing tremendous and continuing hardships to low income Ugandans specifically the casual worker's section …;https://www.scirp.org/html/13-1531318_101421.htm;https://scholar.google.com/scholar?q=related:6B4FFkGxAj0J:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;R Pongou, G Tchuente, JB Tondji;an economic model of health-vswealth prioritization during covid-19 optimal lockdown network centrality;2020;;… Rep.). National Institute of Economic …;;https://scholar.google.com/scholar?cites=4021271949112645037&as_sdt=2005&sciodt=2007&hl=en;189;15.12.2021 06:59;CITATION;;;;;;;;3;300;1;3;1;;;https://scholar.google.com/scholar?q=related:rRUaOIhtzjcJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;A Gul;pakistan extends coronavirus lockdown eases curbs on economic activity;2020;Voice of America (VOA);;;https://scholar.google.com/scholar?cites=18152697464127801219&as_sdt=2005&sciodt=2007&hl=en;190;15.12.2021 06:59;CITATION;;;;;;;;3;300;3;1;1;;;https://scholar.google.com/scholar?q=related:g8d4oCpW6_sJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;K Bhasin;govt can cushion economic impact of the lockdown;2020;Retrieved on;;;https://scholar.google.com/scholar?cites=14046928482924047158&as_sdt=2005&sciodt=2007&hl=en;191;15.12.2021 06:59;CITATION;;;;;;;;3;300;3;1;1;;;https://scholar.google.com/scholar?q=related:NisBCgi38MIJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;F Tih;african countries ease covid-19 lockdown restrictions-governments say there is need to resume economic activities with imperative to contain virus;2020;;;;https://scholar.google.com/scholar?cites=14689119205670142253&as_sdt=2005&sciodt=2007&hl=en;193;15.12.2021 06:59;CITATION;;;;;;;;3;300;3;1;1;;;https://scholar.google.com/scholar?q=related:LUFWXRc82ssJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;B de España;the initial economic impact of the health crisis and the lockdown measures on the euro area countries;2020;;Box;;https://scholar.google.com/scholar?cites=6780887319224961529&as_sdt=2005&sciodt=2007&hl=en;194;15.12.2021 06:59;CITATION;;;;;;;;3;300;3;1;1;;;
3;V Rawal, A Verma; during the covid-19 lockdown a study of market arrivals of seven key food commodities sser monograph 20/1 society for social and economic ;2020;;;;https://scholar.google.com/scholar?cites=16932889033161299095&as_sdt=2005&sciodt=2007&hl=en;196;15.12.2021 06:59;CITATION;;;;;;;;3;300;2;2;1;;;https://scholar.google.com/scholar?q=related:l9Svgty0_eoJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;A Adams-Prassl, T Boneva, M Golin, C Rauh;the impact of the coronavirus lockdown on mental health evidence from the us human capital and economic opportunity working group;2020;;… Papers in Economics: 2037. 2020: 1 …;;https://scholar.google.com/scholar?cites=15136328098854447537&as_sdt=2005&sciodt=2007&hl=en;198;15.12.2021 06:59;CITATION;;;;;;;;3;300;1;4;1;;;https://scholar.google.com/scholar?q=related:san7zzUKD9IJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;G Gopinath;the great lockdown worst economic downturn since the great depression imfblog international monetary fund 14 april 2020;2020;;;;https://scholar.google.com/scholar?cites=1223945441333428813&as_sdt=2005&sciodt=2007&hl=en;212;15.12.2021 06:59;CITATION;;;;;;;;3;300;3;1;1;;;https://scholar.google.com/scholar?q=related:TUIj5-RT_BAJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;A Rahman, NA Zaman;  f bhuiyane z y zolkiplia mf 2020 data-driven dynamic clustering framework for mitigating the adverse economic impact of covid-19 lockdown ;;Sustainable Cities and Society;;;https://scholar.google.com/scholar?cites=13241013582145640093&as_sdt=2005&sciodt=2007&hl=en;234;15.12.2021 06:59;CITATION;;;;;;;;3;0;2;2;;;;https://scholar.google.com/scholar?q=related:ndbp9bKHwbcJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;G Economides, A Philippopoulos, ...;the impact of the lockdown on the greek economy and the role of the recovery fund;2021;The BE Journal of …;degruyter.com;https://www.degruyter.com/document/doi/10.1515/bejm-2020-0267/html;https://scholar.google.com/scholar?cites=7224890687083516154&as_sdt=2005&sciodt=2007&hl=en;4;15.12.2021 06:41;;10.1515/bejm-2020-0267;;;;;;;3;300;1;3;1;We develop a microfounded macroeconomic model that embeds the key features of the Greek economy. After calibrating the model to Greek data over 1995–2019, we assume that …;;
3;C Godding;may market pulse–how will the economy change after lockdown relaxation;2021;… . co. uk/news/may-market-pulse-how-will-the-economy …;;;https://scholar.google.com/scholar?cites=4406254536114986051&as_sdt=2005&sciodt=2007&hl=en;96;15.12.2021 06:41;CITATION;;;;;;;;3;300;3;1;1;;;https://scholar.google.com/scholar?q=related:Q1wWvycpJj0J:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;C Arndt, S Gabriel, S Robinson;assessing the toll of covid-19 lockdown measures on the south african economy;2020;IFPRI book chapters;ideas.repec.org;https://ideas.repec.org/h/fpr/ifpric/133840.html;https://scholar.google.com/scholar?cites=9574650312885827554&as_sdt=2005&sciodt=2007&hl=en;32;15.12.2021 06:41;;;;;;;;;3;300;1;3;1;In trying to limit the spread of COVID-19, policymakers are confronting the difficult task of balancing the positive health effects of lockdowns against their economic costs â€” …;;https://scholar.google.com/scholar?q=related:4nckHLv934QJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;S Roy, N Chowdhury, MMM Bhuyan;covid-19 induced lockdown consequences on air quality and economy-a case study of bangladesh;2020;Journal of Environment …;researchgate.net;https://www.researchgate.net/profile/Nasrin-Chowdhury/publication/348994518_COVID-19_Induced_Lockdown_Consequences_on_Air_Quality_and_Economy_-A_Case_Study_of_Bangladesh/links/601a5bc192851c4ed545f9e9/COVID-19-Induced-Lockdown-Consequences-on-Air-Quality-and-Economy-A-Case-Study-of-Bangladesh.pdf;https://scholar.google.com/scholar?cites=15066365871895294104&as_sdt=2005&sciodt=2007&hl=en;58;15.12.2021 06:41;PDF;;;;;;;;3;300;1;3;1;The present study involves the investigation of air quality of Dhaka city, Bangladesh, before and during the periods of lockdown imposed to reduce the spread of a novel coronavirus …;https://www.researchgate.net/profile/Nasrin-Chowdhury/publication/348994518_COVID-19_Induced_Lockdown_Consequences_on_Air_Quality_and_Economy_-A_Case_Study_of_Bangladesh/links/601a5bc192851c4ed545f9e9/COVID-19-Induced-Lockdown-Consequences-on-Air-Quality-and-Economy-A-Case-Study-of-Bangladesh.pdf;https://scholar.google.com/scholar?q=related:mDBjeu97FtEJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;D Paul;covid-19 impact of the lockdown in the indian economy;2020;… of Symbiosis International (Deemed University https …;;;https://scholar.google.com/scholar?cites=1289260892648071609&as_sdt=2005&sciodt=2007&hl=en;78;15.12.2021 06:41;CITATION;;;;;;;;3;300;3;1;1;;;https://scholar.google.com/scholar?q=related:uWEXefNf5BEJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;S Gukurume, M Oosterom;the impact of the covid-19 lockdown on zimbabwes informal economy;2020;Brighton: Sussex Institute of Development Studies (IDS …;;;https://scholar.google.com/scholar?cites=5011909104162269546&as_sdt=2005&sciodt=2007&hl=en;98;15.12.2021 06:41;CITATION;;;;;;;;3;300;2;2;1;;;
3;J Glenza;fears about economy under covid lockdown helped trump outperform polls;2020;The Gardian;;;https://scholar.google.com/scholar?cites=3335670670096701355&as_sdt=2005&sciodt=2007&hl=en;99;15.12.2021 06:41;CITATION;;;;;;;;3;300;3;1;1;;;
3;L Loveluck, M Salim;iraqs economy is collapsing under the double blow of sinking oil prices and coronavirus lockdown;2020;The Washington Post;;;https://scholar.google.com/scholar?cites=1712539974195962325&as_sdt=2005&sciodt=2007&hl=en;101;15.12.2021 06:41;CITATION;;;;;;;;3;300;2;2;1;;;https://scholar.google.com/scholar?q=related:1WGbeQgqxBcJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;B Mehta, K Arjun;covid-19 and the lockdown impact estimating the unemployment and job losses in indias informal economy;2020;Times Of India Blog;;;https://scholar.google.com/scholar?cites=1773471877702602416&as_sdt=2005&sciodt=2007&hl=en;102;15.12.2021 06:41;CITATION;;;;;;;;3;300;2;2;1;;;https://scholar.google.com/scholar?q=related:sM6byUajnBgJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;SK Joseph;lockdown in poverty orphaned by economy women domestic workers struggle to make ends meet;2020;Outlook;;;https://scholar.google.com/scholar?cites=3604394597475506751&as_sdt=2005&sciodt=2007&hl=en;107;15.12.2021 06:41;CITATION;;;;;;;;3;300;3;1;1;;;https://scholar.google.com/scholar?q=related:P1rdHMphBTIJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;A Amante, C Balmer;italy in coronavirus lockdown as deaths soar and economy fades;2020;;Accessed;;https://scholar.google.com/scholar?cites=5244585700623692748&as_sdt=2005&sciodt=2007&hl=en;108;15.12.2021 06:41;CITATION;;;;;;;;3;300;2;2;1;;;https://scholar.google.com/scholar?q=related:zLPEX-iCyEgJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;International Labour Organization;impact of lockdown measures on the informal economy–a summary;2020;;;;https://scholar.google.com/scholar?cites=4821815080972312793&as_sdt=2005&sciodt=2007&hl=en;110;15.12.2021 06:41;CITATION;;;;;;;;3;300;3;1;1;;;https://scholar.google.com/scholar?q=related:2eD54USH6kIJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;A Pinto, A Bhowmick, R Adlakha;how did indias rural economy fare through the covid-19 lockdown and the re-opening;2020;Report, World Bank;;;https://scholar.google.com/scholar?cites=2482846651751706764&as_sdt=2005&sciodt=2007&hl=en;116;15.12.2021 06:41;CITATION;;;;;;;;3;300;1;3;1;;;https://scholar.google.com/scholar?q=related:jLBtBeDXdCIJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;GD Snooks;will the world ever recover from the great lockdown counting the costs of waging war on the economy institute of global dynamic systems;2020;;Working Papers;;https://scholar.google.com/scholar?cites=1707513524700362542&as_sdt=2005&sciodt=2007&hl=en;122;15.12.2021 06:41;CITATION;;;;;;;;3;300;3;1;1;;;https://scholar.google.com/scholar?q=related:LrfwAIFOshcJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
2;PMO; pm citizens to thank the selfless service providers of the nation at 5 pm on 22 march covid?19 economic response task forceset?up to meet economic ;2020;;;;https://scholar.google.com/scholar?cites=3350177815204328724&as_sdt=2005&sciodt=2007&hl=en;5;15.12.2021 07:17;CITATION;;;;;;;;2;200;2;1;1;;;https://scholar.google.com/scholar?q=related:FPWlEfk4fi4J:scholar.google.com/&scioq=intitle:curfew+intitle:economic&hl=en&as_sdt=2007
2;LK Ocakaçan; of opposition in ottoman politics 1582-1583? in venetians and ottomans in the early modern ageessays on economic and social connected history ;2018;;Ca 'Foscari;;https://scholar.google.com/scholar?cites=12913816987097183800&as_sdt=2005&sciodt=2007&hl=en;6;15.12.2021 07:17;CITATION;;;;;;;;2;67;2;1;3;;;https://scholar.google.com/scholar?q=related:ODZVIiEYN7MJ:scholar.google.com/&scioq=intitle:curfew+intitle:economic&hl=en&as_sdt=2007
2;OV Vinogradov;  theoretical and legal problems] vestnik akademii ekonomich-eskoj bezopasnosti mvd rossii-bulletin of the academy of economic security of the ;2008;… –Bulletin of the Academy of Economic Security of the …;;;https://scholar.google.com/scholar?cites=6709076550972627604&as_sdt=2005&sciodt=2007&hl=en;4;15.12.2021 07:17;CITATION;;;;;;;;2;15;2;1;13;;;
