Cites;Authors;title;Year;Source;Publisher;ArticleURL;CitesURL;GSRank;QueryDate;Type;DOI;ISSN;CitationURL;Volume;Issue;StartPage;EndPage;ECC;CitesPerYear;CitesPerAuthor;AuthorCount;Age;Abstract;FullTextURL;RelatedURL
6;RO Nyarko, E Boateng, I Kahwa, ...;the impact on public health and economy using lockdown as a tool against covid-19 pandemic in africa a perspective;2020;J Epidemiol Public …;researchgate.net;https://www.researchgate.net/profile/Ivan-Kahwa/publication/343212503_The_Impact_on_Public_Health_and_Economy_Using_Lockdown_as_a_Tool_against_COVID-19_Pandemic_in_Africa_A_Perspective/links/5f1c512545851515ef47ff5d/The-Impact-on-Public-Health-and-Economy-Using-Lockdown-as-a-Tool-against-COVID-19-Pandemic-in-Africa-A-Perspective.pdf;https://scholar.google.com/scholar?cites=13428874497177822670&as_sdt=2005&sciodt=2007&hl=en;7;16.12.2021 01:40;PDF;;;;;;;;6;600;2;4;1;Background: Since the spread of Corona Virus Disease 19 (COVID-19) most African countries have embarked on a system of either total or partial lockdown and have used it as a tool for curbing the spread of COVID-19. This study examines whether lockdown can be of …;https://www.researchgate.net/profile/Ivan-Kahwa/publication/343212503_The_Impact_on_Public_Health_and_Economy_Using_Lockdown_as_a_Tool_against_COVID-19_Pandemic_in_Africa_A_Perspective/links/5f1c512545851515ef47ff5d/The-Impact-on-Public-Health-and-Economy-Using-Lockdown-as-a-Tool-against-COVID-19-Pandemic-in-Africa-A-Perspective.pdf;https://scholar.google.com/scholar?q=related:ziWWuTTyXLoJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
6;C Munthali, N George, W Xuelian;covid-19 lockdown measures on least developing economies in africa-a case of malawi economy;2020;Technium Soc. Sci. J.;HeinOnline;https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/techssj7&section=27;https://scholar.google.com/scholar?cites=5135016110395537500&as_sdt=2005&sciodt=2007&hl=en;11;16.12.2021 01:40;;;;;;;;;6;600;2;3;1;The outbreak of COVID-19 pandemic has caused the entire world at standstill affecting all the sectors of economies in the whole world. In order to reduce the spread of the cases and the mortality rate of this pandemics many economies have implemented a lot of social …;;https://scholar.google.com/scholar?q=related:XLgIKPI9Q0cJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
6;I Banerjee, A Kumar, R Bhattacharyya;examining the effect of covid-19 on foreign exchange rate and stock market--an applied insight into the variable effects of lockdown on indian economy;2020;arXiv preprint arXiv:2006.14499;arxiv.org;https://arxiv.org/abs/2006.14499;https://scholar.google.com/scholar?cites=2246743217107356912&as_sdt=2005&sciodt=2007&hl=en;14;16.12.2021 01:40;;;;;;;;;6;600;2;3;1;Since March 25, 2020, India had been under a nation-wide lockdown announced as a response to the spread of SARS-CoV-2 and COVID-19 and has resorted to a process of'unlocking'the lockdown over the past couple of months. This work attempts to examine the …;https://arxiv.org/pdf/2006.14499;https://scholar.google.com/scholar?q=related:8MwzXQ0JLh8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
6;E Bayuni;covid-19 lockdown its not the economy its peoples health and lives;2020;The Jakarta Post;;;https://scholar.google.com/scholar?cites=9430930118023743919&as_sdt=2005&sciodt=2007&hl=en;57;16.12.2021 01:40;CITATION;;;;;;;;6;600;6;1;1;;;https://scholar.google.com/scholar?q=related:r4lWovlk4YIJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
5;M Yaish, H Mandel, T Kristal;has the economic lockdown following the covid-19 pandemic changed the gender division of labor in israel;2021;Gender & Society;journals.sagepub.com;https://journals.sagepub.com/doi/abs/10.1177/08912432211001297;https://scholar.google.com/scholar?cites=15845117127607517395&as_sdt=2005&sciodt=2007&hl=en;24;16.12.2021 01:42;;10.1177/08912432211001297;;;;;;;5;500;2;3;1;The economic shutdown and national lockdown following the outbreak of COVID-19 have increased demand for unpaid work at home, particularly among families with children, and reduced demand for paid work. Concurrently, the share of the workforce that has relocated …;https://journals.sagepub.com/doi/pdf/10.1177/08912432211001297;https://scholar.google.com/scholar?q=related:0wCBlxMq5dsJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
5;L Micheli, ÁF Solas, A Soria-Moya, F Almonacid, ...;short-term impact of the covid-19 lockdown on the energy and economic performance of photovoltaics in the spanish electricity sector;2021;Journal of Cleaner …;Elsevier;https://www.sciencedirect.com/science/article/pii/S0959652621012646;https://scholar.google.com/scholar?cites=1869855433871185541&as_sdt=2005&sciodt=2007&hl=en;30;16.12.2021 01:42;HTML;;;;;;;;5;500;1;5;1;The present work investigates how the COVID-19 related lockdown imposed in Spain in between March and June 2020 affected the national electricity sector and the share of photovoltaics in the energy mix. The analysis is conducted by comparing actual electricity …;https://www.sciencedirect.com/science/article/pii/S0959652621012646;https://scholar.google.com/scholar?q=related:hdY5NZwP8xkJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
5;AC Mahasinghe, K Erandi, SSN Perera;an optimal lockdown relaxation strategy for minimizing the economic effects of covid-19 outbreak;2021;International Journal of …;hindawi.com;https://www.hindawi.com/journals/ijmms/2021/6684271/;https://scholar.google.com/scholar?cites=4094349607713580190&as_sdt=2005&sciodt=2007&hl=en;32;16.12.2021 01:42;HTML;;;;;;;;5;500;2;3;1;In order to recover the damage to the economy by the ongoing COVID-19 pandemic, many countries consider the transition from strict lockdowns to partial lockdowns through relaxation of preventive measures. In this work, we propose an optimal lockdown relaxation …;https://www.hindawi.com/journals/ijmms/2021/6684271/;https://scholar.google.com/scholar?q=related:niQHgkYN0jgJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
5;G Graffigna, L Palamenghi, M Savarese, ...;effects of the covid?19 emergency and national lockdown on italian citizens economic concerns government trust and health engagement evidence from a ;2021;The Milbank …;Wiley Online Library;https://onlinelibrary.wiley.com/doi/abs/10.1111/1468-0009.12506;https://scholar.google.com/scholar?cites=14311411060251481995&as_sdt=2005&sciodt=2007&hl=en;47;16.12.2021 01:42;;10.1111/1468-0009.12506;;;;;;;5;500;1;4;1;Policy Points Preventive measures such as the national lockdown in Italy have been effective in slowing the spread of COVID?19. However, they also had psychological and economic impacts on people's lives, which should not be neglected as they may reduce …;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc8241271/;https://scholar.google.com/scholar?q=related:i9fiwIhYnMYJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
5;MA Mahammed;analysis of covid-19 lockdown policy impact by the government of the country on the economic sector and signing of working relationships layoffs;2020;International Journal of Law Reconstruction;jurnal.unissula.ac.id;http://jurnal.unissula.ac.id/index.php/lawreconstruction/article/view/10942;https://scholar.google.com/scholar?cites=1289879863694215276&as_sdt=2005&sciodt=2007&hl=en;23;16.12.2021 01:42;;;;;;;;;5;500;5;1;1;"The lockdown authority based on the laws in each country regarding Health Quarantine is the absolute authority of the Government. As stated,"" health quarantine is carried out to prevent and ward off the entry or entry of diseases and/or community health risk factors that …";http://jurnal.unissula.ac.id/index.php/lawreconstruction/article/download/10942/4190;https://scholar.google.com/scholar?q=related:bEhs5uaS5hEJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
5;I Hiroyasu, T Yasuyuki;the propagation of the economic impact through supply chains the case of a mega-city lockdown to contain the spread of covid-19;2020;Covid Economics;;;https://scholar.google.com/scholar?cites=12504188214322627812&as_sdt=2005&sciodt=2007&hl=en;115;16.12.2021 01:42;CITATION;;;;;;;;5;500;3;2;1;;;https://scholar.google.com/scholar?q=related:5IRTT-7Mh60J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;JP Bonardi, M Brülhart, JP Danthine, E Jondeau, ...;the economics of wage compensation and corona loans why and how the state should bear most of the economic cost of the covid lockdown;2020;VoxEU. org;;;https://scholar.google.com/scholar?cites=5085477229238049390&as_sdt=2005&sciodt=2007&hl=en;4;16.12.2021 02:09;CITATION;;;;;;;;4;400;1;5;1;;;https://scholar.google.com/scholar?q=related:bloSkpg-k0YJ:scholar.google.com/&scioq=intitle:corona+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;M Pollak, N Kowarz, J Partheymüller;chronology of the corona crisis in austria-part 1 background the way to the lockdown the acute phase and economic consequences 2020;2020;Accessed August11;;;https://scholar.google.com/scholar?cites=5411846105792119670&as_sdt=2005&sciodt=2007&hl=en;5;16.12.2021 02:09;CITATION;;;;;;;;4;400;1;3;1;;;https://scholar.google.com/scholar?q=related:dgPSKly9GksJ:scholar.google.com/&scioq=intitle:corona+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;ES Turnea, ?A Ne?tian, SM Ti??, AI Vod?, AL Gu??;dismissals and temporary leaves in romanian companies in the context of low demand and cash flow problems during the covid-19 economic lockdown;2020;Sustainability;mdpi.com;https://www.mdpi.com/868676;https://scholar.google.com/scholar?cites=13621259052983613140&as_sdt=2005&sciodt=2007&hl=en;41;16.12.2021 01:42;;;;;;;;;4;400;1;5;1;The aim of this study is to describe the relations between low demand, cash flow problems, employee dismissals, and temporary leaves experienced by Romanian companies during the economic lockdown in the first two months of the COVID-19 pandemic outbreak in …;https://www.mdpi.com/2071-1050/12/21/8850/pdf;https://scholar.google.com/scholar?q=related:1HaprvBuCL0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;M Richiardi, P Bronka, D Collado;the economic consequences of covid-19 lockdown in the uk an input-output analysis using consensus scenarios;2020;;iser.essex.ac.uk;https://www.iser.essex.ac.uk/files/news/2020/consensus/employment-effects-covid-19-uk-v2.pdf;https://scholar.google.com/scholar?cites=11158932360737605236&as_sdt=2005&sciodt=2007&hl=en;43;16.12.2021 01:42;PDF;;;;;;;;4;400;1;3;1;We develop a dynamic input-output model for the UK that allows considering both demand-side and supply-side constraints. We then parameterise it with the results of a consensus analysis of the effects of the Covid-19 lock-down on final demand and supply in key …;https://www.iser.essex.ac.uk/files/news/2020/consensus/employment-effects-covid-19-uk-v2.pdf;https://scholar.google.com/scholar?q=related:dEZgCtx93JoJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;A Nyabunze, T Siavhundu;economic impact of covid-19 induced lockdown in zimbabwe;2020;Diverse Journal of …;diverseresearchjournals.com;https://diverseresearchjournals.com/djmr/wp-content/uploads/2021/02/economic-impact-of-covid-19-induced-lockdown-in-zimbabwe.pdf;https://scholar.google.com/scholar?cites=4550119321704847691&as_sdt=2005&sciodt=2007&hl=en;45;16.12.2021 01:42;PDF;;;;;;;;4;400;2;2;1;Economic Impact of COVID-19 Induced Lockdown in Zimbabwe. The government of China officially declared the outbreak of COVID-19 on the 9th of January 2020. The virus spread more rapidly to many parts of the world and the WHO declared COVID-19 a pandemic on the …;https://diverseresearchjournals.com/djmr/wp-content/uploads/2021/02/economic-impact-of-covid-19-induced-lockdown-in-zimbabwe.pdf;https://scholar.google.com/scholar?q=related:S9nbX2pFJT8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;X Huo, Z Qiu;how does chinas stock market react to the announcement of the covid-19 pandemic lockdown economic and political studies 8 4 436-461;2020;;;;https://scholar.google.com/scholar?cites=10603271988029276993&as_sdt=2005&sciodt=2007&hl=en;108;16.12.2021 01:42;CITATION;;;;;;;;4;400;2;2;1;;;https://scholar.google.com/scholar?q=related:QcNVz7FjJpMJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
4;A Atalan;erratum to is the lockdown important to prevent the covid-19 pandemic effects on psychology environment and economy-perspectiveann med surg 56 2020 ;2020;Annals of Medicine and Surgery;ncbi.nlm.nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7346832/;https://scholar.google.com/scholar?cites=6178508088437838302&as_sdt=2005&sciodt=2007&hl=en;10;16.12.2021 01:40;;;;;;;;;4;400;4;1;1;"… Effects on psychology, environment and economy-perspective” [Ann. Med. Surg. … This corrects the article ""Is the lockdown important to prevent the COVID-19 pandemic? Effects on psychology, environment and economy-perspective"" in volume 56 on page 38. …";;https://scholar.google.com/scholar?q=related:3hE3DV94vlUJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
4;A Srivastava;168 of 326 non-coronavirus deaths till 9 may were suicides finds report covid-19 lockdown may cost us dearer than economy warn psychiatrists;2020;The First Post;;;https://scholar.google.com/scholar?cites=15825874270799215469&as_sdt=2005&sciodt=2007&hl=en;58;16.12.2021 01:40;CITATION;;;;;;;;4;400;4;1;1;;;https://scholar.google.com/scholar?q=related:bTv72szMoNsJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
4;HH Mishra;coronavirus in india covid-19 lockdown may cost the economy rs 876 lakh crore heres how march 28 2020;2020;Business Today;;;https://scholar.google.com/scholar?cites=8275856678528944771&as_sdt=2005&sciodt=2007&hl=en;60;16.12.2021 01:40;CITATION;;;;;;;;4;400;4;1;1;;;https://scholar.google.com/scholar?q=related:gwrDP82_2XIJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
4;M Kumar;choking the lifeline of the rural economy mgnregs during the covid-19 lockdown;2020;;SSER Monograph;;https://scholar.google.com/scholar?cites=2062485085467858256&as_sdt=2005&sciodt=2007&hl=en;62;16.12.2021 01:40;CITATION;;;;;;;;4;400;4;1;1;;;https://scholar.google.com/scholar?q=related:UFXa-UFrnxwJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
4;BS Mehta, A Kumar;covid-19 lockdown impact estimating the job losses in indias informal economy;2020;;;;https://scholar.google.com/scholar?cites=3406897200253500337&as_sdt=2005&sciodt=2007&hl=en;67;16.12.2021 01:40;CITATION;;;;;;;;4;400;2;2;1;;;https://scholar.google.com/scholar?q=related:sfth__O6Ry8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;J Yang, C Yang;economic policy uncertainty covid-19 lockdown and firm-level volatility evidence from china;2021;Pacific-Basin Finance Journal;Elsevier;https://www.sciencedirect.com/science/article/pii/S0927538X21001049;https://scholar.google.com/scholar?cites=7544297484055239283&as_sdt=2005&sciodt=2007&hl=en;37;16.12.2021 01:42;;;;;;;;;3;300;2;2;1;To explain how firm-level volatility responds to the COVID-19 pandemic shock through the economic policy uncertainty (EPU) channel, we examine the two-dimension variations of stock volatility under the impact of COVID-19 pandemic and two types of EPU: measured by …;;https://scholar.google.com/scholar?q=related:c1r8IJe6smgJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;A Ferchiou, R Bornet, G Lhermie, ...;individual behaviors and covid-19 lockdown exit strategy a mid-term multidimensional bio-economic modeling approach;2020;Frontiers in public …;ncbi.nlm.nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7705347/;https://scholar.google.com/scholar?cites=3997126927495303535&as_sdt=2005&sciodt=2007&hl=en;19;16.12.2021 01:42;HTML;;;;;;;;3;300;1;4;1;As of mid-2020, eradicating COVID-19 seems not to be an option, at least in the short term. The challenge for policy makers consists of implementing a suitable approach to contain the outbreak and limit extra deaths without exhausting healthcare forces while mitigating the …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7705347/;https://scholar.google.com/scholar?q=related:b5GBS8OleDcJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;OI Wale-Awe;the covid-19 pandemic lockdown curtailing the negative economic impacts;2020;BizEcons Quarterly;ideas.repec.org;https://ideas.repec.org/a/ris/buecqu/0016.html;https://scholar.google.com/scholar?cites=5976613813197363096&as_sdt=2005&sciodt=2007&hl=en;38;16.12.2021 01:42;;;;;;;;;3;300;3;1;1;This paper traces the history of pandemics over the last 2,000 years and determines the adverse economic effects of the current Covid-19 on the ten largest economies in the world today, bringing out an association between economic development and the spread of the …;;https://scholar.google.com/scholar?q=related:mFdS_5gy8VIJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;T Das, D Das;covid-19 and economic loss of first phase of 21-day lockdown in india;2020;Space and Culture, India;spaceandculture.in;https://spaceandculture.in/index.php/spaceandculture/article/view/844;https://scholar.google.com/scholar?cites=17899350771140021308&as_sdt=2005&sciodt=2007&hl=en;40;16.12.2021 01:42;;;;;;;;;3;300;2;2;1;Abstract To curb Covid-19 spread, Prime Minister Narendra Modi has announced a 21-day nationwide lockdown on 23 March 2020. The present study makes an attempt to estimate the state-wise and economic activity-wise economic loss of 21-day lockdown in India. The …;https://spaceandculture.in/index.php/spaceandculture/article/download/844/388;https://scholar.google.com/scholar?q=related:PEzqB7FEZ_gJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;A Gupta, H Zhu, MK Doan, A Michuda, ...;economic burden of covid-19 lockdown on the poor;2020;Available at SSRN …;papers.ssrn.com;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3642987;https://scholar.google.com/scholar?cites=9509263230459410742&as_sdt=2005&sciodt=2007&hl=en;57;16.12.2021 01:42;;;;;;;;;3;300;1;5;1;The COVID-19 pandemic caused the largest number of lockdowns across the globe, affecting nearly half of the world's population by the first week of April 2020. The biggest lockdown was the one declared by the Indian government. All economic activity was shut …;https://www.researchgate.net/profile/Anubhab-Gupta/publication/342721803_Economic_Burden_of_COVID-19_Lockdown_on_the_Poor/links/5fc9e05c45851568d13a84ac/Economic-Burden-of-COVID-19-Lockdown-on-the-Poor.pdf;https://scholar.google.com/scholar?q=related:Nnk3n4aw94MJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;R Wemesa, C Wagima, I Bakaki, ...;the economic impact of the lockdown due to covid-19 pandemic on low income households of the five divisions of kampala district in uganda;2020;Open Journal of Business …;scirp.org;https://www.scirp.org/html/13-1531318_101421.htm;https://scholar.google.com/scholar?cites=4396271079367450344&as_sdt=2005&sciodt=2007&hl=en;76;16.12.2021 01:42;HTML;;;;;;;;3;300;1;4;1;The impact of the nationwide lockdown due to COVID-19 pandemic is causing tremendous and continuing hardships to low income Ugandans specifically the casual worker's section that earns and spends on a daily basis. Households in the lowest income brackets are the …;https://www.scirp.org/html/13-1531318_101421.htm;https://scholar.google.com/scholar?q=related:6B4FFkGxAj0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;F Tih;african countries ease covid-19 lockdown restrictions-governments say there is need to resume economic activities with imperative to contain virus;2020;;;;https://scholar.google.com/scholar?cites=14689119205670142253&as_sdt=2005&sciodt=2007&hl=en;105;16.12.2021 01:42;CITATION;;;;;;;;3;300;3;1;1;;;https://scholar.google.com/scholar?q=related:LUFWXRc82ssJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;V Rawal, A Verma; during the covid-19 lockdown a study of market arrivals of seven key food commodities sser monograph 20/1 society for social and economic ;2020;;;;https://scholar.google.com/scholar?cites=16932889033161299095&as_sdt=2005&sciodt=2007&hl=en;106;16.12.2021 01:42;CITATION;;;;;;;;3;300;2;2;1;;;https://scholar.google.com/scholar?q=related:l9Svgty0_eoJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;R Pongou, G Tchuente, JB Tondji;an economic model of health-vswealth prioritization during covid-19 optimal lockdown network centrality;2020;;… Rep.). National Institute of Economic …;;https://scholar.google.com/scholar?cites=4021271949112645037&as_sdt=2005&sciodt=2007&hl=en;114;16.12.2021 01:42;CITATION;;;;;;;;3;300;1;3;1;;;https://scholar.google.com/scholar?q=related:rRUaOIhtzjcJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;A Rahman, NA Zaman;  f bhuiyane z y zolkiplia mf 2020 data-driven dynamic clustering framework for mitigating the adverse economic impact of covid-19 lockdown ;;Sustainable Cities and Society;;;https://scholar.google.com/scholar?cites=13241013582145640093&as_sdt=2005&sciodt=2007&hl=en;111;16.12.2021 01:42;CITATION;;;;;;;;3;0;2;2;;;;https://scholar.google.com/scholar?q=related:ndbp9bKHwbcJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
3;C Arndt, S Gabriel, S Robinson;assessing the toll of covid-19 lockdown measures on the south african economy;2020;IFPRI book chapters;ideas.repec.org;https://ideas.repec.org/h/fpr/ifpric/133840.html;https://scholar.google.com/scholar?cites=9574650312885827554&as_sdt=2005&sciodt=2007&hl=en;17;16.12.2021 01:40;;;;;;;;;3;300;1;3;1;In trying to limit the spread of COVID-19, policymakers are confronting the difficult task of balancing the positive health effects of lockdowns against their economic costs â€” particularly the burdens imposed on low-income and food-insecure households. South …;;https://scholar.google.com/scholar?q=related:4nckHLv934QJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;S Roy, N Chowdhury, MMM Bhuyan;covid-19 induced lockdown consequences on air quality and economy-a case study of bangladesh;2020;Journal of Environment …;researchgate.net;https://www.researchgate.net/profile/Nasrin-Chowdhury/publication/348994518_COVID-19_Induced_Lockdown_Consequences_on_Air_Quality_and_Economy_-A_Case_Study_of_Bangladesh/links/601a5bc192851c4ed545f9e9/COVID-19-Induced-Lockdown-Consequences-on-Air-Quality-and-Economy-A-Case-Study-of-Bangladesh.pdf;https://scholar.google.com/scholar?cites=15066365871895294104&as_sdt=2005&sciodt=2007&hl=en;32;16.12.2021 01:40;PDF;;;;;;;;3;300;1;3;1;The present study involves the investigation of air quality of Dhaka city, Bangladesh, before and during the periods of lockdown imposed to reduce the spread of a novel coronavirus (COVID-19) and comparison of data in corresponding periods of two previous years. Further …;https://www.researchgate.net/profile/Nasrin-Chowdhury/publication/348994518_COVID-19_Induced_Lockdown_Consequences_on_Air_Quality_and_Economy_-A_Case_Study_of_Bangladesh/links/601a5bc192851c4ed545f9e9/COVID-19-Induced-Lockdown-Consequences-on-Air-Quality-and-Economy-A-Case-Study-of-Bangladesh.pdf;https://scholar.google.com/scholar?q=related:mDBjeu97FtEJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;D Paul;covid-19 impact of the lockdown in the indian economy;2020;… of Symbiosis International (Deemed University https …;;;https://scholar.google.com/scholar?cites=1289260892648071609&as_sdt=2005&sciodt=2007&hl=en;53;16.12.2021 01:40;CITATION;;;;;;;;3;300;3;1;1;;;https://scholar.google.com/scholar?q=related:uWEXefNf5BEJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;S Gukurume, M Oosterom;the impact of the covid-19 lockdown on zimbabwes informal economy;2020;Brighton: Sussex Institute of Development Studies (IDS …;;;https://scholar.google.com/scholar?cites=5011909104162269546&as_sdt=2005&sciodt=2007&hl=en;61;16.12.2021 01:40;CITATION;;;;;;;;3;300;2;2;1;;;
3;A Pinto, A Bhowmick, R Adlakha;how did indias rural economy fare through the covid-19 lockdown and the re-opening;2020;Report, World Bank;;;https://scholar.google.com/scholar?cites=2482846651751706764&as_sdt=2005&sciodt=2007&hl=en;66;16.12.2021 01:40;CITATION;;;;;;;;3;300;1;3;1;;;https://scholar.google.com/scholar?q=related:jLBtBeDXdCIJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
3;B Mehta, K Arjun;covid-19 and the lockdown impact estimating the unemployment and job losses in indias informal economy;2020;Times Of India Blog;;;https://scholar.google.com/scholar?cites=1773471877702602416&as_sdt=2005&sciodt=2007&hl=en;68;16.12.2021 01:40;CITATION;;;;;;;;3;300;2;2;1;;;https://scholar.google.com/scholar?q=related:sM6byUajnBgJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
2;N González-Pampillón, G Nunez-Chaim, K Ziegler;recovering from the first covid-19 lockdown economic impacts of the uks eat out to help out scheme;2021;;cep.lse.ac.uk;https://cep.lse.ac.uk/pubs/download/cepcovid-19-018.pdf;https://scholar.google.com/scholar?cites=7249079174516933084&as_sdt=2005&sciodt=2007&hl=en;27;16.12.2021 01:42;BOOK;;;;;;;;2;200;1;3;1;Summary? The hospitality sector was particularly hard-hit by restrictions introduced to stop the spread of COVID-19. The Eat Out to Help Out (EOTHO) scheme–implemented in August 2020 after the 1st national lockdown had ended–aimed to boost demand and protect jobs in …;https://cep.lse.ac.uk/pubs/download/cepcovid-19-018.pdf;https://scholar.google.com/scholar?q=related:3IHDGRrnmWQJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;B Nayak, SS Bhattacharyya, S Goswami, ...;adoption of online education channel during the covid-19 pandemic and associated economic lockdown an empirical study from push–pull-mooring ;2021;Journal of Computers in …;Springer;https://link.springer.com/article/10.1007/s40692-021-00193-w;https://scholar.google.com/scholar?cites=8771848398534395829&as_sdt=2005&sciodt=2007&hl=en;29;16.12.2021 01:42;HTML;10.1007/s40692-021-00193-w;;;;;;;2;200;1;4;1;The purpose of the research was to study how the onset of COVID-19 pandemic fuelled shift towards digitalization in the education ecosystem. The study consisted of responses from 316 engineering students collected during the COVID-19 pandemic physical lockdown in …;https://link.springer.com/article/10.1007/s40692-021-00193-w;https://scholar.google.com/scholar?q=related:tcc4qqTdu3kJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;M Rahaman, R Khatun;socio-economic profile challenges and emergency assistance during the covid-19 lockdown a case study on household industry workers in murshidabad ;2021;IMCC Journal of Science;myjournal.imcc.edu.ph;https://myjournal.imcc.edu.ph/publication/volume-1-issue-1-2021/household-industry-workers-in-india-covid19-lockdown/;https://scholar.google.com/scholar?cites=17102884214620419763&as_sdt=2005&sciodt=2007&hl=en;44;16.12.2021 01:42;;;;;;;;;2;200;1;2;1;COVID-19 lockdown causes severe socio-economic vulnerability among the household industry workers (HIWs) in India. In this study, the socio-economic profile, challenges, and emergency assistance received by these workers during the COVID-19 lockdown were …;https://myjournal.imcc.edu.ph/wp-content/uploads/2021/05/IJS2021_020_Household-Industry-Workers-in-India.pdf;https://scholar.google.com/scholar?q=related:s_YVB5SmWe0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
