Country ISO3;Country Name;Indicator Id;Indicator;Subindicator Type;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028
AUT;Austria;24696;Travel and Tourism total contribution to GDP;% growth;-455.373;-0.341072;-0.423447;211.458;-0.04;149.714;348.723;275.266;-232.137;10.374;-0.596298;-18.027;-162.863;-0.300026;-185.668;74.756;0.222015;104.197;-177.499;406.052;-0.323143;329.683;129.536;0.631226;284.212;320.415;331.754;288.433;245.217;248.442;260.347;220.193;206.699;201.423
AUT;Austria;24697;Visitor Exports (Foreign spending);Local currency  _in bn (Nominal prices);108.757;108.181;105.729;106.012;113.727;120.986;126.174;128.127;131.241;136.128;145.608;147.587;150.794;161.699;148.228;153.529;155.684;16.143;165.722;173.332;179.893;18.897;193.962;195.354;208.007;221.858;235.436;247.805;260.036;272.094;285.972;299.582;312.945;326.858
AUT;Austria;24698;Visitor Exports (Foreign spending);Local currency in bn (Real prices);152.621;150.142;14.491;144.664;154.776;162.458;166.222;166.842;168.661;171.979;179.463;17.851;178.379;187.659;168.818;173.281;17.263;175.346;177.103;181.664;184.272;191.491;193.962;192.803;201.999;211.994;22.136;229.253;23.671;243.714;252.036;259.796;267.032;274.431
AUT;Austria;24699;Visitor Exports (Foreign spending);% exports;178.748;173.761;151.358;140.707;142.293;12.995;128.209;12.493;127.079;12.078;11.808;10.766;100.839;103.947;113.804;101.607;929.699;936.376;958.005;972.628;986.795;10.206;970.692;925.458;939.772;957.167;97.029;975.958;978.997;979.542;983.896;984.236;981.684;978.883
AUT;Austria;24700;Visitor Exports (Foreign spending);US$ in bn (Nominal prices);142.285;137.334;119.928;118.782;121.264;111.706;112.986;121.033;148.438;169.275;181.245;185.352;206.631;237.826;206.566;203.568;216.709;207.405;220.079;230.362;199.607;209.099;220.204;234.425;250.002;267.487;284.747;300.643;316.464;332.167;350.189;367.986;385.583;40.396
AUT;Austria;24701;Visitor Exports (Foreign spending);US$ in bn (Real prices);17.327;170.455;164.515;164.235;175.716;184.437;18.871;189.414;191.479;195.247;203.742;20.266;202.512;213.047;191.658;196.725;195.985;199.069;201.064;206.242;209.203;217.398;220.204;218.888;229.328;240.675;251.308;260.269;268.734;276.686;286.134;294.944;303.159;311.559
AUT;Austria;24702;Visitor Exports (Foreign spending);% growth;-114.407;-162.462;-34.846;-0.169968;699.016;496.309;231.726;0.372993;108.997;196.775;435.128;-0.531067;-0.07;52.021;-100.397;264.373;-0.37574;157.317;100.218;257.537;143.565;391.734;129.068;-0.597641;476.956;494.811;441.795;356.574;325.252;295.899;341.479;30.788;278.534;277.065
AZE;Azerbaijan;24637;Business Tourism Spending;Local currency in bn (Real prices);0.306652;0.564313;0.553755;0.496044;0.463464;0.473376;0.449451;0.421007;0.420814;0.896978;0.877069;0.858027;0.881802;0.82789;0.948631;0.316002;0.552695;100.458;0.933477;0.774205;0.89656;131.614;141.207;156.156;161.899;177.866;192.473;208.385;225.235;238.565;248.097;263.505;274.779;286.252
AZE;Azerbaijan;24638;Business Tourism Spending;Local currency  _in bn (Nominal prices);0.06;0.13675;0.146591;0.130048;0.124132;0.142627;0.138824;0.135649;0.145082;0.337806;0.380439;0.414132;0.51345;0.617336;0.574825;0.217821;0.473676;0.886094;0.827072;0.677336;0.714999;11.941;141.207;168.648;184.467;210.766;237.198;267.079;300.223;330.709;35.768;395.089;428.472;464.215
AZE;Azerbaijan;24639;Business Tourism Spending;% share;0.925784;169.406;160.821;127.015;11.419;104.903;0.90606;0.767673;0.688266;137.421;106.591;0.784696;0.651716;0.546323;0.581702;0.183775;0.326601;0.586505;0.52344;0.422951;0.484921;0.727948;0.784708;0.851186;0.857623;0.914307;0.958401;100.317;104.846;107.378;108.094;111.066;111.602;112.037
AZE;Azerbaijan;24640;Business Tourism Spending;US$ in bn (Nominal prices);0.07;0.158965;0.183911;0.168066;0.15064;0.15939;0.149062;0.139534;0.147718;0.343747;0.402403;0.46352;0.59834;0.75136;0.71515;0.271378;0.599824;112.785;105.421;0.863564;0.697844;0.748307;0.818118;0.921797;0.978894;109.652;120.984;133.554;147.183;158.951;168.588;182.627;194.216;206.333
AZE;Azerbaijan;24641;Business Tourism Spending;US$ in bn (Real prices);0.177666;0.326948;0.320832;0.287395;0.268519;0.274262;0.2604;0.243921;0.243809;0.519686;0.508151;0.497119;0.510893;0.479658;0.549612;0.183084;0.320217;0.582029;0.540832;0.448554;0.519444;0.762535;0.818118;0.904726;0.937999;103.051;111.514;120.733;130.496;138.218;143.741;152.668;1.592;165.847
AZE;Azerbaijan;24642;Business Tourism Spending;% growth;-51.31;777.499;-565.601;-665.228;620.209;22.775;-379.007;-110.123;781.305;109.199;-330.504;-77.881;-651.058;-775.174;530.913;-664.393;158.425;401.174;176.535;-773.007;11.191;209.229;-135.633;117.935;347.382;439.571;33.143;342.332;316.414;287.595;268.105;253.168;236.982;220.526
AZE;Azerbaijan;24643;Travel and Tourism direct contribution to employment;Thousands of jobs;68.525;709.462;708.075;559.982;541.443;505.899;450.385;434.608;430.237;665.863;591.292;561.213;533.477;470.282;631.344;53.365;67.463;860.158;900.865;926.893;115.546;155.052;173.426;181.562;186.027;191.295;195.663;200.307;206.94;213.458;221.248;229.869;238.176;245.537
AZE;Azerbaijan;24644;Travel and Tourism direct contribution to employment;% share of total employment;189.662;192.438;191.677;151.285;146.225;131.215;115.739;110.556;108.301;165.765;145.556;136.522;128.172;11.156;147.797;123.271;154.194;193.498;199.254;201.372;247.337;335.621;375.853;392.894;402.608;414.062;424.051;434.668;449.632;464.389;48.169;500.828;517.402;531.828
AZE;Azerbaijan;24645;Travel and Tourism direct contribution to employment;% growth;495.094;353.329;-0.195488;-209.148;-331.074;-65.646;-109.733;-350.313;-100.568;547.667;-111.992;-508.695;-494.225;-118.459;342.481;-15.474;26.418;275.007;473.248;288.921;246.596;341.907;118.504;469.083;245.961;283.189;228.304;237.382;331.107;315.007;364.929;389.642;361.389;309.046
AZE;Azerbaijan;24646;Travel and Tourism direct contribution to GDP;Local currency  _in bn (Nominal prices);0.05;0.06;0.07;0.06;0.07;0.08;0.08;0.08;0.1;0.174168;0.22212;0.290135;0.400966;0.519321;0.59723;0.575298;0.868303;118.625;129.268;132.733;149.787;225.033;275.606;316.302;3.508;385.496;422.581;464.459;51.507;570.197;633.139;705.015;782.882;864.647
AZE;Azerbaijan;24647;Travel and Tourism direct contribution to GDP;Local currency in bn (Real prices);0.250171;0.257118;0.270749;0.234721;0.243374;0.251888;0.245139;0.257331;0.278401;0.462469;0.512078;0.601121;0.688622;0.696444;0.985606;0.834609;101.315;134.487;145.898;151.716;187.823;248.032;275.606;292.873;307.882;32.532;3.429;362.387;38.642;411.325;439.164;470.211;502.063;533.173
AZE;Azerbaijan;24648;Travel and Tourism direct contribution to GDP;Percentage share of total GDP;224.735;228.012;226.937;178.854;17.267;160.856;142.443;136.763;134.308;204.178;177.377;15.477;141.382;129.386;167.754;135.476;166.718;216.691;222.178;224.917;275.445;372.611;415.935;433.328;442.568;453.574;462.812;472.574;486.874;500.728;517.105;535.195;550.274;562.826
AZE;Azerbaijan;24649;Travel and Tourism direct contribution to GDP;US$ in bn (Nominal prices);0.05;0.07;0.09;0.08;0.08;0.08;0.08;0.09;0.1;0.177231;0.234944;0.324735;0.467258;0.632065;0.743024;0.716749;109.955;150.989;164.768;169.227;146.193;141.022;159.679;172.884;186.156;200.556;215.539;232.254;252.512;274.057;298.423;325.888;354.862;384.317
AZE;Azerbaijan;24650;Travel and Tourism direct contribution to GDP;US$ in bn (Real prices);0.144943;0.148967;0.156865;0.135991;0.141005;0.145938;0.142027;0.149091;0.161298;0.267943;0.296685;0.348274;0.39897;0.403502;0.571035;0.483551;0.586995;0.779185;0.845297;0.879001;10.882;143.703;159.679;169.683;178.379;188.482;198.668;209.958;223.882;238.311;25.444;272.428;290.882;308.906
AZE;Azerbaijan;24651;Travel and Tourism direct contribution to GDP;% growth;-408.762;277.676;530.156;-133.067;368.663;349.823;-267.957;497.375;818.774;661.162;107.271;173.886;145.562;1.136;415.197;-153.203;213.925;327.414;84.848;398.718;237.994;320.561;111.172;626.507;512.479;566.393;540.405;568.299;663.178;644.508;676.805;706.963;677.385;619.643
AZE;Azerbaijan;24652;Domestic Tourism Spending;Local currency  _in bn (Nominal prices);0.07;0.136073;0.07;0.07;0.112254;0.158724;0.166057;0.18103;0.216193;0.425272;0.540497;0.639696;0.845891;114.929;122.562;102.193;132.201;129.022;150.804;152.833;153.086;168.611;189.439;200.623;215.549;237.965;264.029;293.799;327.176;364.717;405.039;450.492;499.011;543.055
AZE;Azerbaijan;24653;Domestic Tourism Spending;Local currency in bn (Real prices);0.347068;0.56152;0.262814;0.283583;0.419114;0.526801;0.537617;0.561853;0.627072;112.922;124.607;132.537;145.274;154.128;202.263;148.256;154.255;146.274;170.206;174.691;191.959;185.843;189.439;185.762;189.177;200.818;214.245;229.232;245.457;263.098;280.947;300.456;320.016;334.867
AZE;Azerbaijan;24654;Domestic Tourism Spending;% share;304.959;492.463;213.083;208.005;28.903;329.683;307.198;293.867;29.777;493.591;427.603;337.939;294.518;283.298;340.208;236.635;250.051;231.722;255.306;254.836;276.822;274.289;281.067;270.117;26.717;275.194;284.342;294.078;304.383;315.372;32.587;337.015;345.754;348.474
AZE;Azerbaijan;24655;Domestic Tourism Spending;US$ in bn (Nominal prices);0.08;0.158179;0.09;0.1;0.136225;0.177378;0.178303;0.186214;0.22012;0.432751;0.571702;0.715984;0.985743;139.881;152.481;12.732;167.409;164.223;192.219;194.853;149.413;105.663;109.756;109.657;114.383;123.802;134.669;146.915;160.397;175.296;19.091;208.237;22.619;241.376
AZE;Azerbaijan;24656;Domestic Tourism Spending;US$ in bn (Real prices);0.201082;0.32533;0.152268;0.164301;0.242824;0.305215;0.311482;0.325523;0.363309;0.654244;0.72194;0.767883;0.841679;0.892979;117.186;0.858955;0.893714;0.847476;0.986127;101.211;111.216;107.672;109.756;107.626;109.604;116.349;124.128;132.811;142.211;152.432;162.773;174.077;185.409;194.013
AZE;Azerbaijan;24657;Domestic Tourism Spending;% growth;-426.523;635.841;-542.216;737.862;492.362;267.267;240.443;458.957;116.281;811.302;104.181;632.435;929.118;630.213;310.792;-270.667;423.656;-535.725;16.574;253.183;981.125;-327.377;200.298;-197.379;180.717;619.645;673.373;704.392;71.266;723.656;68.282;698.873;654.091;464.452
AZE;Azerbaijan;24658;Government spending on travel and Tourism service;Local currency  _in bn (Nominal prices);0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.05;0.05;0.06;0.06;0.07;0.07;0.08
AZE;Azerbaijan;24659;Government spending on travel and Tourism service;Local currency in bn (Real prices);0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.04;0.04;0.04;0.05;0.05
AZE;Azerbaijan;24660;Government spending on travel and Tourism service;US$ in bn (Nominal prices);0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.03;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.03
AZE;Azerbaijan;24661;Government spending on travel and Tourism service;US$ in bn (Real prices);0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.03
AZE;Azerbaijan;24662;Government spending on travel and Tourism service;% growth;-469.552;-184.405;387.825;233.922;106.294;-101.607;-151.487;-0.322551;10.351;141.299;328.305;105.693;422.822;-101.922;453.118;395.014;-713.987;696.231;387.217;941.093;144.426;196.913;-186.821;-0.01;361.584;374.714;394.106;413.446;411.561;409.782;396.121;401.273;441.241;437.471
AZE;Azerbaijan;24663;Government spending on travel and Tourism service;% share of total tourism expenditure;4.2;3.6;4.5;4.2;4.2;3.5;3;3.009;301.803;302.708;303.616;304.527;305.441;28.226;286.979;290.828;294.151;296.416;297.867;299.704;297.664;293.675;294.555;295.788;297.759;299.627;301.487;303.335;30.514;306.902;308.614;3.103;311.996;313.652
AZE;Azerbaijan;24664;Internal Travel and Tourism consumption;Local currency  _in bn (Nominal prices);0.142691;0.184058;0.206857;0.183125;0.187705;0.218702;0.218248;0.241662;0.283113;0.501906;0.633083;0.816815;111.387;146.204;165.771;160.574;241.796;327.378;351.057;360.194;406.134;611.217;748.471;858.566;951.925;104.558;114.543;125.816;139.415;154.217;171.108;190.382;211.266;233.202
AZE;Azerbaijan;24665;Internal Travel and Tourism consumption;Local currency in bn (Real prices);0.744403;0.759534;0.781413;0.698496;0.700822;0.725866;0.70659;0.750035;0.821175;133.271;145.952;169.233;191.296;19.607;273.571;232.951;282.132;371.155;396.221;411.707;509.265;673.684;748.471;794.969;835.462;882.365;92.945;981.659;104.593;111.248;118.686;126.976;135.485;143.801
AZE;Azerbaijan;24666;Internal Travel and Tourism consumption;% share;435.911;431.986;427.959;344.432;350.511;33.498;299.003;265.659;239.304;340.663;330.644;314.016;305.614;295.028;378.228;313.331;374.158;477.314;477.885;483.602;554.011;704.419;783.389;811.268;8.256;841.677;856.038;872.059;896.115;919.141;947.037;978.323;100.506;102.593
AZE;Azerbaijan;24667;Internal Travel and Tourism consumption;US$ in bn (Nominal prices);0.161651;0.213959;0.25952;0.236659;0.227788;0.244405;0.234344;0.248583;0.288256;0.510733;0.669634;0.914226;129.802;177.945;206.239;200.055;30.619;416.697;447.467;459.226;39.639;383.032;433.645;469.275;505.148;543.968;58.423;629.145;683.478;741.219;806.499;880.028;95.762;103.653
AZE;Azerbaijan;24668;Internal Travel and Tourism consumption;US$ in bn (Real prices);0.431288;0.440054;0.452731;0.404691;0.406038;0.420548;0.40938;0.434551;0.475767;0.772139;0.845607;0.980494;110.832;113.598;1.585;134.966;16.346;215.037;22.956;238.532;295.055;390.315;433.645;460.584;484.045;511.219;538.499;568.748;605.984;644.541;687.634;735.665;784.966;833.143
AZE;Azerbaijan;24669;Internal Travel and Tourism consumption;% growth;-408.269;203.254;288.064;-106.111;0.332928;357.361;-265.563;614.849;94.849;622.934;951.487;159.515;130.369;249.559;395.273;-148.482;21.112;315.537;675.365;390.834;23.696;322.855;111.012;621.237;509.365;561.408;533.626;561.719;654.706;636.269;668.579;698.493;670.164;613.749
AZE;Azerbaijan;24670;Capital investment in Travel and Tourism;Local currency  _in bn (Nominal prices);0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.08;0.136598;0.15883;0.177797;0.182781;0.191439;0.149504;0.140589;0.226448;0.258326;0.339456;0.407616;0.408372;0.417959;0.486349;0.551735;0.602313;0.645068;0.698288;0.754203;0.818914;0.888098;0.961331;104.355;114.469;125.467
AZE;Azerbaijan;24671;Capital investment in Travel and Tourism;Local currency in bn (Real prices);0.04;0.08;0.08;0.08;0.09;0.08;0.06;0.103491;0.22021;0.362708;0.366169;0.368371;0.313909;0.256732;0.246725;0.203958;0.264224;0.292869;0.383128;0.465911;0.512071;0.460675;0.486349;0.510866;0.528623;0.544373;0.566621;0.588456;0.614373;0.640651;0.666807;0.695995;0.734088;0.773673
AZE;Azerbaijan;24672;Capital investment in Travel and Tourism;% exports;236.676;249.834;175.339;180.482;218.966;227.069;157.733;161.391;200.897;27.748;307.042;31.933;301.171;256.723;22.314;18.224;215.482;210.144;226.192;251.805;269.884;278.788;291.804;2.986;300.184;299.833;302.117;303.149;305.798;308.094;310.176;312.962;317.869;322.673
AZE;Azerbaijan;24673;Capital investment in Travel and Tourism;US$ in bn (Nominal prices);0.01;0.02;0.03;0.03;0.03;0.03;0.02;0.03;0.08;0.139;0.168;0.199;0.213;0.233;0.186;0.175156;0.286755;0.328805;0.43268;0.519687;0.398574;0.261923;0.281778;0.301567;0.319623;0.3356;0.356164;0.377141;0.401471;0.426851;0.453113;0.482372;0.518859;0.557673
AZE;Azerbaijan;24674;Capital investment in Travel and Tourism;US$ in bn (Real prices);0.02;0.05;0.04;0.05;0.05;0.05;0.04;0.06;0.127584;0.210144;0.212149;0.213425;0.18187;0.148744;0.142946;0.118168;0.153084;0.169681;0.221974;0.269937;0.296681;0.266903;0.281778;0.295982;0.30627;0.315396;0.328286;0.340936;0.355952;0.371177;0.386331;0.403242;0.425311;0.448246
AZE;Azerbaijan;24675;Capital investment in Travel and Tourism;% growth;-38.839;989.652;-563.453;870.343;460.602;-650.589;-244.986;666.181;112.781;647.103;0.954163;0.601435;-147.847;-182.143;-389.786;-173.338;295.478;108.415;308.187;216.072;990.748;-100.369;55.732;50.409;347.593;297.953;408.684;385.346;440.426;427.728;408.278;437.721;547.309;539.248
AZE;Azerbaijan;24676;Leisure Tourism Spending;Local currency  _in bn (Nominal prices);0.08;0.05;0.06;0.05;0.06;0.08;0.08;0.106013;0.138031;0.1641;0.252644;0.402683;0.600417;0.844708;108.289;138.792;194.428;238.768;26.835;292.461;334.634;491.808;607.264;689.918;767.458;834.813;90.823;991.079;109.393;121.146;13.534;150.873;168.419;18.678
AZE;Azerbaijan;24677;Leisure Tourism Spending;Local currency in bn (Real prices);0.437751;0.195221;0.227658;0.202453;0.237357;0.25249;0.257139;0.329027;0.400361;0.435735;0.582449;0.834307;103.116;113.281;178.708;201.351;226.862;270.697;302.874;334.286;419.609;54.207;607.264;638.813;673.563;704.499;736.978;773.275;820.694;873.913;938.759;100.625;108.007;115.175
AZE;Azerbaijan;24678;Leisure Tourism Spending;% share;129.865;0.56746;0.6362;0.491236;0.555899;0.536172;0.500344;0.583699;0.638724;0.650366;0.693763;0.751277;0.748619;0.736728;108.124;115.659;1.327;156.606;168.402;181.096;225.224;298.013;335.687;346.465;35.505;360.375;365.192;370.465;380.224;391.534;407.184;422.291;436.822;448.929
AZE;Azerbaijan;24679;Leisure Tourism Spending;US$ in bn (Nominal prices);0.1;0.05;0.08;0.07;0.08;0.09;0.09;0.109049;0.140538;0.166986;0.267231;0.450706;0.699685;102.809;134.724;172.917;246.207;303.912;342.046;37.287;326.605;308.202;351.833;377.095;407.259;434.316;463.246;495.591;536.294;582.269;637.911;697.401;763.404;830.198
AZE;Azerbaijan;24680;Leisure Tourism Spending;US$ in bn (Real prices);0.253622;0.113106;0.131899;0.117296;0.137519;0.146286;0.14898;0.19063;0.231959;0.252453;0.337456;0.483376;0.597427;0.656322;103.539;116.657;131.438;156.835;175.477;193.677;243.111;314.061;351.833;370.112;390.245;408.169;426.986;448.015;475.489;506.323;543.893;582.997;625.766;667.297
AZE;Azerbaijan;24681;Leisure Tourism Spending;% growth;-154.457;-554.037;166.155;-110.714;172.408;63.755;184.144;279.568;216.802;883.547;336.706;43.241;235.948;985.799;577.565;126.701;126.702;19.322;118.868;103.716;255.238;291.846;120.267;519.532;543.978;459.296;461.015;492.511;613.223;648.473;742.016;718.962;733.617;663.673
AZE;Azerbaijan;24682;Outbound Travel & Tourism Expenditure;Local currency  _in bn (Nominal prices);0.138074;0.09;0.146387;0.133168;0.116533;0.117446;0.105701;0.102342;0.112624;0.130572;0.171076;0.222067;0.316403;0.355612;0.37944;0.593074;124.639;192.552;214.767;235.603;25.339;366.193;437.202;483.001;512.273;537.268;563.569;596.201;631.859;669.972;713.358;753.703;799.319;848.678
AZE;Azerbaijan;24683;Outbound Travel & Tourism Expenditure;Local currency in bn (Real prices);0.720315;0.388743;0.552983;0.507944;0.435093;0.389802;0.342213;0.317635;0.326668;0.346709;0.3944;0.460094;0.543393;0.4769;0.626188;0.860396;145.431;2.183;242.397;269.297;317.734;403.618;437.202;447.223;449.599;453.401;457.304;465.177;474.038;483.301;494.806;502.684;512.604;523.325
AZE;Azerbaijan;24684;Outbound Travel & Tourism Expenditure;US$ in bn (Nominal prices);0.15642;0.109508;0.183655;0.172098;0.141418;0.131249;0.113496;0.105273;0.11467;0.132869;0.180953;0.24855;0.368715;0.432815;0.472068;0.738894;157.832;245.086;273.748;30.038;247.311;229.483;253.303;263.998;271.843;279.516;28.745;298.132;309.767;322.012;336.233;348.394;362.312;377.219
AZE;Azerbaijan;24685;Outbound Travel & Tourism Expenditure;US$ in bn (Real prices);0.417332;0.225228;0.320384;0.29429;0.252082;0.225841;0.19827;0.18403;0.189263;0.200874;0.228505;0.266566;0.314828;0.276303;0.362797;0.498491;0.84259;126.477;140.438;156.024;184.087;233.846;253.303;25.911;260.486;262.689;26.495;269.512;274.646;280.012;286.678;291.242;296.989;303.201
AZE;Azerbaijan;24686;Outbound Travel & Tourism Expenditure;Percentage share of total GDP;647.078;344.737;463.502;387.046;308.691;248.927;198.851;168.812;157.593;153.071;136.615;11.846;111.565;0.885991;10.658;139.662;239.313;351.733;369.129;399.231;465.962;606.345;659.811;661.701;646.281;632.149;617.223;606.618;597.269;588.347;582.623;572.156;561.827;552.432
AZE;Azerbaijan;24687;Outbound Travel & Tourism Expenditure;% growth;-382.236;-460.315;422.489;-814.467;-143.424;-104.095;-122.084;-718.213;284.377;613.493;137.555;166.565;181.048;-122.366;313.038;374.022;69.028;501.053;110.386;110.976;179.866;27.03;83.206;229.219;0.531265;0.845589;0.860909;17.216;190.491;19.539;23.806;159.212;197.336;209.164
AZE;Azerbaijan;24688;Travel and Tourism total contribution to employment;% share of total employment;673.243;719.581;729.361;539.386;557.057;52.001;44.915;432.285;449.222;672.366;602.643;557.897;508.775;443.594;563.406;475.025;552.335;714.186;74.345;776.168;925.844;119.278;13.245;13.781;140.776;144.201;14.726;150.502;155.183;159.763;16.514;171.097;176.303;180.749
AZE;Azerbaijan;24689;Travel and Tourism total contribution to employment;Thousands of jobs;243.243;265.288;269.433;199.654;206.267;200.49;174.782;169.936;178.458;270.083;244.811;229.34;211.762;186.997;240.67;205.643;241.658;317.477;336.129;357.262;432.517;551.047;611.151;636.838;650.464;666.202;679.476;693.557;714.22;734.356;758.514;785.298;811.579;834.492
AZE;Azerbaijan;24690;Travel and Tourism total contribution to employment;% growth;299.416;906.315;156.246;-258.986;331.251;-280.087;-128.224;-277.292;501.495;513.424;-935.678;-631.956;-76.647;-116.947;287.027;-145.541;175.133;313.747;587.486;628.738;210.643;274.047;109.072;420.301;21.396;241.962;199.243;207.236;297.924;281.934;328.971;353.111;334.655;282.328
AZE;Azerbaijan;24691;Travel and Tourism total contribution to GDP;Local currency  _in bn (Nominal prices);0.165184;0.226356;0.264864;0.213289;0.241114;0.289613;0.282649;0.312735;0.385673;0.686237;0.893455;117.092;158.461;202.362;224.268;219.999;30.989;432.954;477.575;506.685;556.551;795.344;966.736;110.547;122.342;134.045;146.709;160.984;178.184;196.892;218.178;242.463;268.963;296.759
AZE;Azerbaijan;24692;Travel and Tourism total contribution to GDP;Local currency in bn (Real prices);0.861748;0.934081;100.054;0.81355;0.90023;0.96122;0.91509;0.970621;111.865;182.217;205.978;242.599;272.141;271.381;370.107;319.161;361.586;490.849;539.017;579.148;697.877;876.628;966.736;102.358;107.374;113.121;119.046;125.605;133.679;142.033;151.334;161.711;172.486;182.992
AZE;Azerbaijan;24693;Travel and Tourism total contribution to GDP;Percentage share of total GDP;774.131;828.342;838.635;619.913;638.699;613.834;531.734;515.852;539.667;804.479;71.348;624.618;558.737;504.175;629.938;518.071;595.004;790.875;82.083;858.583;102.345;131.693;145.897;151.447;154.346;157.717;160.676;163.797;16.843;172.904;178.193;18.406;189.049;19.317
AZE;Azerbaijan;24694;Travel and Tourism total contribution to GDP;US$ in bn (Nominal prices);0.187133;0.263128;0.332295;0.275641;0.292602;0.32365;0.303494;0.321692;0.392679;0.698306;0.945038;131.056;184.659;246.294;279.015;274.091;392.419;551.078;608.732;645.993;543.197;498.419;560.102;604.226;649.219;697.377;748.293;805.004;873.545;946.335;102.836;112.077;121.915;131.903
AZE;Azerbaijan;24695;Travel and Tourism total contribution to GDP;US$ in bn (Real prices);0.499274;0.541183;0.579686;0.47135;0.52157;0.556906;0.53018;0.562353;0.648117;105.572;119.338;140.556;157.672;157.231;214.431;184.914;209.493;284.385;312.292;335.543;404.332;507.896;560.102;593.036;622.096;655.393;68.972;727.725;774.502;822.903;876.793;936.911;99.934;106.021
AZE;Azerbaijan;24696;Travel and Tourism total contribution to GDP;% growth;-379.655;839.381;711.462;-186.887;106.546;677.486;-479.906;606.833;15.251;628.897;130.403;177.792;121.772;-0.279411;363.794;-137.652;132.925;35.749;981.316;744.521;205.008;256.134;102.789;58.801;490.025;535.234;523.765;55.101;642.785;624.936;654.871;685.666;666.325;609.087
AZE;Azerbaijan;24697;Visitor Exports (Foreign spending);Local currency  _in bn (Nominal prices);0.08;0.05;0.137284;0.108778;0.08;0.06;0.05;0.06;0.07;0.08;0.09;0.177119;0.267976;0.31275;0.432094;0.583807;109.594;198.356;200.253;207.361;253.048;442.607;559.032;657.943;736.376;807.615;881.399;964.359;106.697;117.745;130.604;145.333;161.365;178.896
AZE;Azerbaijan;24698;Visitor Exports (Foreign spending);Local currency in bn (Real prices);0.397335;0.198014;0.518598;0.414913;0.281708;0.199065;0.168972;0.188182;0.194103;0.203488;0.213451;0.366968;0.460224;0.419419;0.713082;0.846953;127.877;22.488;226.016;237.016;317.306;487.841;559.032;609.206;646.284;681.547;715.205;752.427;800.472;849.381;90.591;969.301;103.484;110.314
AZE;Azerbaijan;24699;Visitor Exports (Foreign spending);% exports;109.872;704.414;14.971;13.928;71.457;316.456;236.599;233.849;222.919;184.138;117.469;142.071;138.692;118.463;23.505;253.163;372.918;68.398;71.089;811.986;123.121;15.777;165.076;167.645;168.122;168.222;167.941;168.618;172.261;175.727;180.585;186.279;191.495;195.895
AZE;Azerbaijan;24700;Visitor Exports (Foreign spending);US$ in bn (Nominal prices);0.09;0.06;0.172235;0.140578;0.09;0.07;0.06;0.06;0.07;0.08;0.1;0.198242;0.312281;0.380648;0.537575;0.72735;138.781;252.474;255.248;264.373;246.977;277.369;323.889;359.618;390.765;420.166;449.561;48.223;523.081;565.923;615.589;671.791;73.143;795.155
AZE;Azerbaijan;24701;Visitor Exports (Foreign spending);US$ in bn (Real prices);0.230206;0.114724;0.300463;0.24039;0.163214;0.115333;0.1;0.109028;0.112458;0.117896;0.123668;0.212612;0.266642;0.243001;0.413141;0.490703;0.740884;13.029;130.948;137.321;183.839;282.643;323.889;352.958;37.444;394.871;414.371;435.937;463.773;492.109;524.861;561.588;599.557;63.913
AZE;Azerbaijan;24702;Visitor Exports (Foreign spending);% growth;-390.342;-501.646;161.9;-199.933;-321.044;-293.363;-15.117;113.684;314.641;483.508;489.595;719.216;254.126;-886.629;700.167;187.736;509.843;758.573;0.50486;486.721;33.875;537.448;14.593;89.752;608.627;545.618;493.857;520.435;638.538;610.994;66.553;699.751;676.104;660.036
BDI;Burundi;24637;Business Tourism Spending;Local currency in bn (Real prices);245.789;26.382;221.305;28.426;313.266;450.078;375.834;441.191;527.255;25.035;292.276;566.985;466.126;551.078;458.299;141.843;164.612;173.801;184.763;177.078;162.226;137.65;135.283;136.701;136.319;137.407;138.443;139.76;140.367;139.898;139.694;140.328;143.075;146.481
BDI;Burundi;24638;Business Tourism Spending;Local currency  _in bn (Nominal prices);169.479;209.898;22.772;327.178;413.735;673.203;594.049;709.053;94.525;499.281;931.702;186.154;165.649;24.319;222.666;752.345;944.707;114.31;131.32;138.995;134.06;121.252;135.283;160.712;169.958;181.679;194.122;207.826;221.357;233.964;247.757;263.94;285.386;309.858
